,slug,symbol,name,date,ranknow,open,high,low,close,volume,market,close_ratio,spread
8318,stellar,XLM,Stellar,2017-09-01,7,0.022338,0.024472,0.021455000000000002,0.023954,8806440.0,370517000.0,0.8283,0.0
8348,stellar,XLM,Stellar,2017-10-01,7,0.013812999999999999,0.013863999999999998,0.013383,0.013687999999999999,1534340.0,229128000.0,0.6341,0.0
8379,stellar,XLM,Stellar,2017-11-01,7,0.029387,0.030124,0.027213,0.027353,14361700.0,487471000.0,0.0481,0.0
8409,stellar,XLM,Stellar,2017-12-01,7,0.072181,0.091459,0.071534,0.089883,102074000.0,1282140000.0,0.9209,0.02
8440,stellar,XLM,Stellar,2018-01-01,7,0.36042199999999996,0.523593,0.36042199999999996,0.480008,669372000.0,6436760000.0,0.7329,0.16
8471,stellar,XLM,Stellar,2018-02-01,7,0.540834,0.54297,0.42968,0.456455,172407000.0,9967480000.0,0.2363,0.11
8499,stellar,XLM,Stellar,2018-03-01,7,0.33411799999999997,0.347566,0.321558,0.339314,46631800.0,6170520000.0,0.6827,0.03
8530,stellar,XLM,Stellar,2018-04-01,7,0.207723,0.21339,0.19068800000000002,0.20658200000000002,43075500.0,3853390000.0,0.7001,0.02
8560,stellar,XLM,Stellar,2018-05-01,7,0.425853,0.45123800000000003,0.397226,0.439733,152906000.0,7908680000.0,0.787,0.05
8591,stellar,XLM,Stellar,2018-06-01,7,0.296535,0.299187,0.28321599999999997,0.290022,62207300.0,5509350000.0,0.4261,0.02
8597,cardano,ADA,Cardano,2017-10-01,8,0.021678,0.032226,0.017353999999999998,0.024968999999999998,50068700.0,0.0,0.512,0.01
8628,cardano,ADA,Cardano,2017-11-01,8,0.029126,0.029219,0.022986000000000003,0.022986000000000003,9382780.0,755165000.0,0.0,0.01
8658,cardano,ADA,Cardano,2017-12-01,8,0.116622,0.131352,0.11303099999999999,0.131352,73657600.0,3023680000.0,1.0,0.02
8689,cardano,ADA,Cardano,2018-01-01,8,0.718847,0.730051,0.671941,0.728657,150186000.0,18637600000.0,0.976,0.06
8720,cardano,ADA,Cardano,2018-02-01,8,0.515912,0.5353220000000001,0.412045,0.42167200000000005,595624000.0,13376100000.0,0.0781,0.12
8748,cardano,ADA,Cardano,2018-03-01,8,0.311973,0.311973,0.288392,0.304397,184691000.0,8088540000.0,0.6787,0.02
8779,cardano,ADA,Cardano,2018-04-01,8,0.15659700000000001,0.160825,0.141343,0.150768,100833000.0,4060110000.0,0.4838,0.02
8809,cardano,ADA,Cardano,2018-05-01,8,0.342953,0.363261,0.323701,0.358693,365522000.0,8891770000.0,0.8845,0.04
8840,cardano,ADA,Cardano,2018-06-01,8,0.22453299999999998,0.22918400000000003,0.216955,0.222507,130538000.0,5821490000.0,0.45399999999999996,0.01
8864,iota,MIOTA,IOTA,2017-07-01,9,0.40229499999999996,0.414192,0.38148899999999997,0.38963000000000003,2334640.0,1118190000.0,0.2489,0.03
8895,iota,MIOTA,IOTA,2017-08-01,9,0.25666500000000003,0.296267,0.249623,0.29022,5169910.0,713408000.0,0.8704,0.05
8926,iota,MIOTA,IOTA,2017-09-01,9,0.842867,0.8791,0.768119,0.807778,28047000.0,2342770000.0,0.3573,0.11
8956,iota,MIOTA,IOTA,2017-10-01,9,0.62175,0.628776,0.592742,0.610183,8576220.0,1728170000.0,0.484,0.04
8987,iota,MIOTA,IOTA,2017-11-01,9,0.390863,0.390863,0.35669,0.36391999999999997,11944600.0,1086410000.0,0.2116,0.03
9017,iota,MIOTA,IOTA,2017-12-01,9,1.31,1.49,1.23,1.45,141192000.0,3639440000.0,0.8462,0.26
9048,iota,MIOTA,IOTA,2018-01-01,9,3.56,4.36,3.42,3.97,256630000.0,9883750000.0,0.5851,0.94
9079,iota,MIOTA,IOTA,2018-02-01,9,2.31,2.33,1.75,1.91,108876000.0,6419970000.0,0.2759,0.58
9107,iota,MIOTA,IOTA,2018-03-01,9,1.85,2.01,1.84,1.97,41523600.0,5152710000.0,0.7647,0.17
9138,iota,MIOTA,IOTA,2018-04-01,9,1.08,1.1,0.956615,0.994798,35953200.0,3004660000.0,0.2663,0.14
9168,iota,MIOTA,IOTA,2018-05-01,9,1.96,1.98,1.84,1.98,66547100.0,5444860000.0,1.0,0.14
9199,iota,MIOTA,IOTA,2018-06-01,9,1.76,1.94,1.72,1.93,145124000.0,4883300000.0,0.9545,0.22
9223,tron,TRX,TRON,2017-10-01,10,0.002261,0.002269,0.0018059999999999999,0.001848,72807.0,22765800.0,0.0907,0.0
9254,tron,TRX,TRON,2017-11-01,10,0.002782,0.002797,0.002442,0.00251,1398750.0,182330000.0,0.1915,0.0
9284,tron,TRX,TRON,2017-12-01,10,0.002241,0.002247,0.0020570000000000002,0.002118,6294070.0,147343000.0,0.3211,0.0
9315,tron,TRX,TRON,2018-01-01,10,0.044682,0.052813,0.0434,0.051695000000000005,516798000.0,2937740000.0,0.8812,0.01
9346,tron,TRX,TRON,2018-02-01,10,0.054752999999999996,0.058563,0.043161,0.046227,288656000.0,3599930000.0,0.1991,0.02
9374,tron,TRX,TRON,2018-03-01,10,0.043514,0.049225,0.042367,0.048847,318231000.0,2860960000.0,0.9449,0.01
9405,tron,TRX,TRON,2018-04-01,10,0.033955,0.034842000000000005,0.028607,0.032152,219373000.0,2232460000.0,0.5686,0.01
9435,tron,TRX,TRON,2018-05-01,10,0.09374500000000001,0.094279,0.086773,0.09336,1043370000.0,6163570000.0,0.8776,0.01
9466,tron,TRX,TRON,2018-06-01,10,0.060612,0.06160499999999999,0.056415999999999994,0.058707,268287000.0,3985160000.0,0.4415,0.01
9494,neo,NEO,NEO,2016-10-01,11,0.184979,0.216455,0.184979,0.202293,2748.0,0.0,0.5501,0.03
9525,neo,NEO,NEO,2016-11-01,11,0.22823200000000002,0.23914899999999997,0.204285,0.21132199999999998,411699.0,11411600.0,0.2018,0.03
9555,neo,NEO,NEO,2016-12-01,11,0.144522,0.144846,0.138559,0.14011400000000002,62769.0,7226100.0,0.2473,0.01
9586,neo,NEO,NEO,2017-01-01,11,0.144763,0.147274,0.139742,0.141841,63512.0,7238150.0,0.2787,0.01
9617,neo,NEO,NEO,2017-02-01,11,0.147034,0.15028699999999998,0.140878,0.14721800000000002,4496.0,7351700.0,0.6738,0.01
9645,neo,NEO,NEO,2017-03-01,11,0.11745499999999999,0.135197,0.11371700000000001,0.135197,12914.0,5872750.0,1.0,0.02
9676,neo,NEO,NEO,2017-04-01,11,0.20360599999999998,0.20615300000000003,0.19444,0.205017,109993.0,10180300.0,0.903,0.01
9706,neo,NEO,NEO,2017-05-01,11,0.361689,0.361689,0.269563,0.318838,1142050.0,18084400.0,0.5349,0.09
9737,neo,NEO,NEO,2017-06-01,11,1.03,1.3,1.01,1.24,8061920.0,51383000.0,0.7931,0.29
9767,neo,NEO,NEO,2017-07-01,11,8.77,9.24,7.74,7.95,33128400.0,438293000.0,0.14,1.5
9798,neo,NEO,NEO,2017-08-01,11,7.36,8.2,6.96,7.86,18527900.0,368123000.0,0.7258,1.24
9829,neo,NEO,NEO,2017-09-01,11,33.17,33.57,28.87,32.01,75418900.0,1658680000.0,0.6681,4.7
9859,neo,NEO,NEO,2017-10-01,11,34.12,35.83,31.82,35.72,72169500.0,1705880000.0,0.9726,4.01
9890,neo,NEO,NEO,2017-11-01,11,28.38,28.44,26.68,26.86,49782800.0,1844740000.0,0.1023,1.76
9920,neo,NEO,NEO,2017-12-01,11,32.89,36.23,31.36,35.84,89359700.0,2137790000.0,0.9199,4.87
9951,neo,NEO,NEO,2018-01-01,11,76.19,80.69,72.72,78.82,142094000.0,4952450000.0,0.7654,7.97
9982,neo,NEO,NEO,2018-02-01,11,145.96,147.16,115.27,126.0,356495000.0,9487200000.0,0.3365,31.89
10010,neo,NEO,NEO,2018-03-01,11,133.65,136.15,126.57,129.05,282388000.0,8687140000.0,0.2589,9.58
10041,neo,NEO,NEO,2018-04-01,11,50.34,50.59,45.3,47.3,73349000.0,3272060000.0,0.3781,5.29
10071,neo,NEO,NEO,2018-05-01,11,84.37,84.86,79.32,84.64,180819000.0,5483980000.0,0.9603,5.54
10102,neo,NEO,NEO,2018-06-01,11,53.2,56.09,52.95,55.45,102577000.0,3457790000.0,0.7962,3.14
10119,monero,XMR,Monero,2014-06-01,12,1.94,2.57,1.54,1.74,130602.0,2111850.0,0.1942,1.03
10148,monero,XMR,Monero,2014-07-01,12,2.51,2.65,2.34,2.35,98540.0,4470350.0,0.0323,0.31
10179,monero,XMR,Monero,2014-08-01,12,2.57,2.67,2.49,2.67,145177.0,6361190.0,1.0,0.18
10210,monero,XMR,Monero,2014-09-01,12,2.17,2.28,1.97,2.04,268279.0,6827450.0,0.2258,0.31
10240,monero,XMR,Monero,2014-10-01,12,1.21,1.22,1.17,1.2,65140.0,4536570.0,0.6,0.05
10271,monero,XMR,Monero,2014-11-01,12,0.607123,0.638227,0.571454,0.585832,33872.0,2647220.0,0.2153,0.07
10301,monero,XMR,Monero,2014-12-01,12,0.567864,0.5779340000000001,0.470041,0.4745,78718.0,2778070.0,0.0413,0.11
10332,monero,XMR,Monero,2015-01-01,12,0.436241,0.4673,0.419361,0.46576000000000006,25000.0,2391490.0,0.9679,0.05
10363,monero,XMR,Monero,2015-02-01,12,0.28361,0.311151,0.27270300000000003,0.299954,17051.0,1706270.0,0.7088,0.04
10391,monero,XMR,Monero,2015-03-01,12,0.427313,0.42836199999999997,0.39717199999999997,0.42602799999999996,23255.0,2769930.0,0.9252,0.03
10422,monero,XMR,Monero,2015-04-01,12,0.907474,1.05,0.907474,1.01,119203.0,6333310.0,0.7193,0.14
10452,monero,XMR,Monero,2015-05-01,12,0.502925,0.52752,0.492795,0.49999799999999994,13570.0,3734140.0,0.2074,0.03
10483,monero,XMR,Monero,2015-06-01,12,0.45122399999999996,0.46743599999999996,0.44698999999999994,0.45161899999999994,21924.0,3561950.0,0.2264,0.02
10513,monero,XMR,Monero,2015-07-01,12,0.49934399999999995,0.507624,0.48576099999999994,0.49884799999999996,16986.0,4152950.0,0.5986,0.02
10544,monero,XMR,Monero,2015-08-01,12,0.5744279999999999,0.591867,0.560702,0.588741,47982.0,5018000.0,0.8997,0.03
10575,monero,XMR,Monero,2015-09-01,12,0.467261,0.470225,0.455776,0.458517,13804.0,4269290.0,0.1897,0.01
10605,monero,XMR,Monero,2015-10-01,12,0.401044,0.42937299999999995,0.394394,0.404696,27172.0,3813330.0,0.2945,0.03
10636,monero,XMR,Monero,2015-11-01,12,0.402422,0.43497399999999997,0.402422,0.423505,27614.0,3974440.0,0.6477,0.03
10666,monero,XMR,Monero,2015-12-01,12,0.39314099999999996,0.414991,0.363408,0.37602800000000003,20746.0,4016600.0,0.2447,0.05
10697,monero,XMR,Monero,2016-01-01,12,0.470707,0.556793,0.46520200000000006,0.497867,88914.0,4967640.0,0.3566,0.09
10728,monero,XMR,Monero,2016-02-01,12,0.48653199999999996,0.508789,0.483038,0.497962,42354.0,5291940.0,0.5796,0.03
10757,monero,XMR,Monero,2016-03-01,12,0.870027,0.8896209999999999,0.8195319999999999,0.8479959999999999,204620.0,9715260.0,0.4061,0.07
10788,monero,XMR,Monero,2016-04-01,12,1.41,1.48,1.41,1.46,353597.0,16163900.0,0.7143,0.07
10818,monero,XMR,Monero,2016-05-01,12,0.916798,0.945897,0.894976,0.914293,64193.0,10770300.0,0.3794,0.05
10849,monero,XMR,Monero,2016-06-01,12,0.9341659999999999,0.9504540000000001,0.873635,0.9148709999999999,105338.0,11234300.0,0.5368,0.08
10879,monero,XMR,Monero,2016-07-01,12,1.59,1.7,1.58,1.66,148728.0,19525900.0,0.6667,0.12
10910,monero,XMR,Monero,2016-08-01,12,1.82,1.83,1.69,1.7,170108.0,22827700.0,0.0714,0.14
10941,monero,XMR,Monero,2016-09-01,12,8.52,8.84,7.85,8.0,12152000.0,108975000.0,0.1515,0.99
10971,monero,XMR,Monero,2016-10-01,12,8.42,8.42,7.17,7.36,8319930.0,109642000.0,0.152,1.25
11002,monero,XMR,Monero,2016-11-01,12,5.1,5.24,4.56,4.71,3841800.0,67571600.0,0.2206,0.68
11032,monero,XMR,Monero,2016-12-01,12,8.93,9.13,8.36,8.58,5605070.0,120142000.0,0.2857,0.77
11063,monero,XMR,Monero,2017-01-01,12,13.79,14.17,13.42,13.97,3923550.0,188431000.0,0.7333,0.75
11094,monero,XMR,Monero,2017-02-01,12,12.97,13.38,12.93,13.27,2715170.0,179699000.0,0.7556,0.45
11122,monero,XMR,Monero,2017-03-01,12,12.3,12.9,12.13,12.33,6449830.0,172621000.0,0.2597,0.77
11153,monero,XMR,Monero,2017-04-01,12,20.52,21.53,19.23,21.5,7622780.0,291737000.0,0.987,2.3
11183,monero,XMR,Monero,2017-05-01,12,23.72,24.07,22.23,22.77,14214000.0,341171000.0,0.2935,1.84
11214,monero,XMR,Monero,2017-06-01,12,41.84,45.52,41.84,43.7,12849800.0,608922000.0,0.5054,3.68
11244,monero,XMR,Monero,2017-07-01,12,43.71,43.98,39.8,40.96,10673500.0,642898000.0,0.2775,4.18
11275,monero,XMR,Monero,2017-08-01,12,39.88,45.04,39.81,44.15,17363300.0,592886000.0,0.8298,5.23
11306,monero,XMR,Monero,2017-09-01,12,140.65,150.09,136.49,141.2,163961000.0,2112260000.0,0.3463,13.6
11336,monero,XMR,Monero,2017-10-01,12,95.59,95.74,91.77,93.22,25936500.0,1448800000.0,0.3652,3.97
11367,monero,XMR,Monero,2017-11-01,12,87.65,88.2,84.73,85.72,36899300.0,1340360000.0,0.2853,3.47
11397,monero,XMR,Monero,2017-12-01,12,179.72,191.85,169.76,190.94,70430500.0,2771380000.0,0.9588,22.09
11428,monero,XMR,Monero,2018-01-01,12,349.55,363.79,336.98,358.99,110244000.0,5434340000.0,0.821,26.81
11459,monero,XMR,Monero,2018-02-01,12,273.88,279.78,228.39,240.97,73082700.0,4291340000.0,0.2448,51.39
11487,monero,XMR,Monero,2018-03-01,12,286.03,315.67,284.23,314.04,62044300.0,4511850000.0,0.9482,31.44
11518,monero,XMR,Monero,2018-04-01,12,178.78,182.11,165.25,175.51,31024200.0,2839980000.0,0.6085,16.86
11548,monero,XMR,Monero,2018-05-01,12,242.45,242.45,229.56,240.26,71420800.0,3875470000.0,0.8301,12.89
11579,monero,XMR,Monero,2018-06-01,12,155.89,158.55,152.87,157.54,29047300.0,2507870000.0,0.8222,5.68
11600,dash,DASH,Dash,2014-03-01,13,0.549616,1.07,0.5289729999999999,0.937342,252311.0,1929800.0,0.7548,0.54
11631,dash,DASH,Dash,2014-04-01,13,0.641783,0.747204,0.6383850000000001,0.724105,36211.0,2488370.0,0.7877,0.11
11661,dash,DASH,Dash,2014-05-01,13,1.54,1.59,1.47,1.52,232684.0,6438560.0,0.4167,0.12
11692,dash,DASH,Dash,2014-06-01,13,11.24,13.75,11.19,12.93,3460750.0,48841800.0,0.6797,2.56
11722,dash,DASH,Dash,2014-07-01,13,8.93,9.13,7.82,7.9,689084.0,39564800.0,0.0611,1.31
11753,dash,DASH,Dash,2014-08-01,13,5.55,5.81,5.22,5.64,252698.0,25079000.0,0.7119,0.59
11784,dash,DASH,Dash,2014-09-01,13,2.4,2.42,2.27,2.27,73377.0,11072200.0,0.0,0.15
11814,dash,DASH,Dash,2014-10-01,13,2.7,2.88,2.45,2.46,223263.0,12700400.0,0.0233,0.43
11845,dash,DASH,Dash,2014-11-01,13,1.79,1.82,1.62,1.67,32686.0,8623210.0,0.25,0.2
11875,dash,DASH,Dash,2014-12-01,13,2.38,2.41,2.35,2.37,46362.0,11682300.0,0.3333,0.06
11906,dash,DASH,Dash,2015-01-01,13,1.97,1.97,1.93,1.94,14957.0,9860760.0,0.25,0.04
11937,dash,DASH,Dash,2015-02-01,13,1.61,1.93,1.56,1.88,296157.0,8174880.0,0.8649,0.37
11965,dash,DASH,Dash,2015-03-01,13,3.24,3.4,3.15,3.33,89917.0,16746200.0,0.72,0.25
11996,dash,DASH,Dash,2015-04-01,13,4.02,4.02,3.7,3.83,242957.0,21088600.0,0.4063,0.32
12026,dash,DASH,Dash,2015-05-01,13,2.97,3.01,2.69,2.74,149552.0,15845500.0,0.1563,0.32
12057,dash,DASH,Dash,2015-06-01,13,2.76,2.78,2.64,2.65,75761.0,14952300.0,0.0714,0.14
12087,dash,DASH,Dash,2015-07-01,13,2.86,2.9,2.78,2.82,49329.0,15776100.0,0.3333,0.12
12118,dash,DASH,Dash,2015-08-01,13,3.68,3.7,3.52,3.61,63209.0,20694700.0,0.5,0.18
12149,dash,DASH,Dash,2015-09-01,13,2.58,2.6,2.53,2.54,70243.0,14804700.0,0.1429,0.07
12179,dash,DASH,Dash,2015-10-01,13,2.34,2.36,2.29,2.29,48612.0,13670100.0,0.0,0.07
12210,dash,DASH,Dash,2015-11-01,13,2.31,2.78,2.26,2.66,79513.0,13720200.0,0.7692,0.52
12240,dash,DASH,Dash,2015-12-01,13,2.17,2.18,2.05,2.08,37007.0,13063600.0,0.2308,0.13
12271,dash,DASH,Dash,2016-01-01,13,3.33,3.54,3.24,3.38,98317.0,20289600.0,0.4667,0.3
12302,dash,DASH,Dash,2016-02-01,13,4.11,4.23,4.01,4.12,61713.0,25394100.0,0.5,0.22
12331,dash,DASH,Dash,2016-03-01,13,3.92,4.04,3.81,3.9,195998.0,24506800.0,0.3913,0.23
12362,dash,DASH,Dash,2016-04-01,13,6.9,7.1,6.71,7.07,189159.0,43693200.0,0.9231,0.39
12392,dash,DASH,Dash,2016-05-01,13,6.82,6.87,6.69,6.79,229207.0,43733100.0,0.5556,0.18
12423,dash,DASH,Dash,2016-06-01,13,8.18,8.37,8.08,8.26,320823.0,53022100.0,0.6207,0.29
12453,dash,DASH,Dash,2016-07-01,13,7.13,7.39,7.11,7.24,251575.0,46722200.0,0.4643,0.28
12484,dash,DASH,Dash,2016-08-01,13,9.45,10.48,9.45,9.9,1088710.0,62649200.0,0.4369,1.03
12515,dash,DASH,Dash,2016-09-01,13,11.89,11.93,11.37,11.45,651970.0,79693100.0,0.1429,0.56
12545,dash,DASH,Dash,2016-10-01,13,12.1,12.11,11.67,11.71,599642.0,81946600.0,0.0909,0.44
12576,dash,DASH,Dash,2016-11-01,13,9.21,9.34,8.65,9.04,1334790.0,63075600.0,0.5652,0.69
12606,dash,DASH,Dash,2016-12-01,13,8.91,8.94,8.7,8.74,672328.0,61634000.0,0.1667,0.24
12637,dash,DASH,Dash,2017-01-01,13,11.21,11.49,10.96,11.23,3684210.0,78350600.0,0.5094,0.53
12668,dash,DASH,Dash,2017-02-01,13,16.05,16.24,15.65,16.03,2139000.0,113338000.0,0.6441,0.59
12696,dash,DASH,Dash,2017-03-01,13,32.62,46.75,32.33,42.54,31700200.0,232593000.0,0.708,14.42
12727,dash,DASH,Dash,2017-04-01,13,74.3,74.3,66.85,68.6,17542100.0,534806000.0,0.2349,7.45
12757,dash,DASH,Dash,2017-05-01,13,91.5,96.37,84.92,88.12,22978900.0,664545000.0,0.2795,11.45
12788,dash,DASH,Dash,2017-06-01,13,136.47,147.94,131.64,136.08,46692500.0,1000300000.0,0.2724,16.3
12818,dash,DASH,Dash,2017-07-01,13,181.66,182.29,165.63,165.71,42283100.0,1343300000.0,0.0048,16.66
12849,dash,DASH,Dash,2017-08-01,13,179.2,186.23,177.26,184.75,34656300.0,1336810000.0,0.835,8.97
12880,dash,DASH,Dash,2017-09-01,13,377.92,393.35,376.34,393.35,55440700.0,2844110000.0,1.0,17.01
12910,dash,DASH,Dash,2017-10-01,13,326.94,327.5,315.76,315.8,25835800.0,2481300000.0,0.0034,11.74
12941,dash,DASH,Dash,2017-11-01,13,278.5,279.67,270.77,271.56,50960300.0,2131960000.0,0.0888,8.9
12971,dash,DASH,Dash,2017-12-01,13,787.47,806.37,756.48,797.53,286044000.0,6079550000.0,0.8228,49.89
13002,dash,DASH,Dash,2018-01-01,13,1054.07,1072.42,1016.57,1053.98,138567000.0,8207990000.0,0.6698,55.85
13033,dash,DASH,Dash,2018-02-01,13,698.79,704.55,582.21,617.04,109256000.0,5486820000.0,0.2847,122.34
13061,dash,DASH,Dash,2018-03-01,13,584.14,622.67,582.31,617.53,104167000.0,4621820000.0,0.8726,40.36
13092,dash,DASH,Dash,2018-04-01,13,306.21,311.11,285.68,291.53,84000100.0,2443110000.0,0.23,25.43
13122,dash,DASH,Dash,2018-05-01,13,473.16,478.9,455.47,478.9,101299000.0,3803990000.0,1.0,23.43
13153,dash,DASH,Dash,2018-06-01,13,304.94,316.02,301.66,315.35,82723800.0,2470670000.0,0.9533,14.36
13189,tether,USDT,Tether,2015-04-01,14,1.0,1.0,1.0,1.0,14.0,251600.0,0.0,0.0
13219,tether,USDT,Tether,2015-05-01,14,1.0,1.0,1.0,1.0,48.0,251600.0,0.0,0.0
13250,tether,USDT,Tether,2015-06-01,14,1.0,1.0,1.0,1.0,40887.0,451600.0,0.0,0.0
13280,tether,USDT,Tether,2015-07-01,14,1.0,1.0,1.0,1.0,110325.0,451600.0,0.0,0.0
13311,tether,USDT,Tether,2015-08-01,14,1.0,1.0,1.0,1.0,1766.0,451600.0,0.0,0.0
13342,tether,USDT,Tether,2015-09-01,14,1.0,1.0,1.0,1.0,6136.0,451600.0,0.0,0.0
13372,tether,USDT,Tether,2015-10-01,14,1.0,1.0,1.0,1.0,178994.0,451600.0,0.0,0.0
13403,tether,USDT,Tether,2015-11-01,14,1.0,1.0,1.0,1.0,4506.0,451600.0,0.0,0.0
13433,tether,USDT,Tether,2015-12-01,14,1.0,1.0,0.999993,0.999993,129772.0,451600.0,0.0,0.0
13464,tether,USDT,Tether,2016-01-01,14,1.0,1.0,1.0,1.0,4876.0,951600.0,0.0,0.0
13495,tether,USDT,Tether,2016-02-01,14,0.999999,1.0,0.9997010000000001,0.999969,76317.0,1451600.0,0.8963,0.0
13524,tether,USDT,Tether,2016-03-01,14,1.0,1.0,0.9999809999999999,0.999991,143221.0,1451630.0,0.5263,0.0
13555,tether,USDT,Tether,2016-04-01,14,1.0,1.0,1.0,1.0,50033.0,1451590.0,0.0,0.0
13585,tether,USDT,Tether,2016-05-01,14,1.0,1.0,1.0,1.0,49006.0,1951590.0,0.0,0.0
13616,tether,USDT,Tether,2016-06-01,14,1.0,1.0,1.0,1.0,1030660.0,1951590.0,0.0,0.0
13646,tether,USDT,Tether,2016-07-01,14,1.0,1.0,1.0,1.0,985150.0,5951590.0,0.0,0.0
13677,tether,USDT,Tether,2016-08-01,14,0.9999620000000001,0.999999,0.999959,0.999999,1944300.0,6951330.0,1.0,0.0
13708,tether,USDT,Tether,2016-09-01,14,1.0,1.0,1.0,1.0,838378.0,6951590.0,0.0,0.0
13738,tether,USDT,Tether,2016-10-01,14,1.0,1.0,1.0,1.0,365091.0,6951590.0,0.0,0.0
13769,tether,USDT,Tether,2016-11-01,14,1.0,1.0,1.0,1.0,2244990.0,6951590.0,0.0,0.0
13799,tether,USDT,Tether,2016-12-01,14,1.0,1.0,1.0,1.0,916660.0,6951590.0,0.0,0.0
13830,tether,USDT,Tether,2017-01-01,14,1.0,1.0,1.0,1.0,1946000.0,9951690.0,0.0,0.0
13861,tether,USDT,Tether,2017-02-01,14,0.9999969999999999,0.999999,0.9999969999999999,0.999999,3435630.0,24951500.0,1.0,0.0
13889,tether,USDT,Tether,2017-03-01,14,0.999972,1.0,0.9999389999999999,0.9999979999999999,11999700.0,24950300.0,0.9672,0.0
13920,tether,USDT,Tether,2017-04-01,14,1.0,1.0,0.9973870000000001,0.9995860000000001,15118800.0,54952000.0,0.8416,0.0
13950,tether,USDT,Tether,2017-05-01,14,0.9368549999999999,0.937218,0.9358709999999999,0.9358709999999999,44582500.0,59034000.0,0.0,0.0
13981,tether,USDT,Tether,2017-06-01,14,1.04,1.05,1.02,1.03,100614000.0,108739000.0,0.3333,0.03
14011,tether,USDT,Tether,2017-07-01,14,1.01,1.04,1.01,1.02,82133800.0,217215000.0,0.3333,0.03
14042,tether,USDT,Tether,2017-08-01,14,1.0,1.02,0.988123,0.996819,170045000.0,320388000.0,0.2728,0.03
14073,tether,USDT,Tether,2017-09-01,14,1.0,1.01,1.0,1.0,199664000.0,320792000.0,0.0,0.01
14103,tether,USDT,Tether,2017-10-01,14,0.997266,1.0,0.994993,0.9999239999999999,103007000.0,435867000.0,0.9848,0.01
14134,tether,USDT,Tether,2017-11-01,14,1.0,1.0,0.9956430000000001,1.0,246324000.0,452561000.0,1.0,0.0
14164,tether,USDT,Tether,2017-12-01,14,1.01,1.02,0.993043,1.01,749396000.0,769516000.0,0.629,0.03
14195,tether,USDT,Tether,2018-01-01,14,1.01,1.02,1.0,1.01,1685300000.0,1385260000.0,0.5,0.02
14226,tether,USDT,Tether,2018-02-01,14,0.9915579999999999,1.01,0.9547709999999999,0.9869389999999999,3498900000.0,2198420000.0,0.5824,0.06
14254,tether,USDT,Tether,2018-03-01,14,0.9998469999999999,1.01,0.9956790000000001,1.0,2285570000.0,2216800000.0,0.3017,0.01
14285,tether,USDT,Tether,2018-04-01,14,0.9957020000000001,1.01,0.980778,0.9998100000000001,1832530000.0,2277310000.0,0.6513,0.03
14315,tether,USDT,Tether,2018-05-01,14,1.0,1.01,0.993633,1.0,3901110000.0,2417740000.0,0.389,0.02
14346,tether,USDT,Tether,2018-06-01,14,0.9990879999999999,1.01,0.9946940000000001,1.0,2486080000.0,2504850000.0,0.3467,0.02
14352,nem,XEM,NEM,2015-04-01,15,0.0004,0.000458,0.00016999999999999999,0.000242,65525.0,3604110.0,0.25,0.0
14382,nem,XEM,NEM,2015-05-01,15,0.000157,0.00015800000000000002,0.000153,0.000156,692.0,1412990.0,0.6,0.0
14413,nem,XEM,NEM,2015-06-01,15,0.000177,0.00018,0.000166,0.00016999999999999999,3525.0,1590560.0,0.2857,0.0
14443,nem,XEM,NEM,2015-07-01,15,0.000162,0.00016299999999999998,0.00014199999999999998,0.00014199999999999998,2224.0,1453660.0,0.0,0.0
14474,nem,XEM,NEM,2015-08-01,15,0.000164,0.000165,0.000154,0.000164,1445.0,1473700.0,0.9091,0.0
14505,nem,XEM,NEM,2015-09-01,15,9.4e-05,0.000105,9.300000000000001e-05,0.0001,527.0,848213.0,0.5833,0.0
14535,nem,XEM,NEM,2015-10-01,15,0.000151,0.00018899999999999999,0.000151,0.000175,11660.0,1358740.0,0.6316,0.0
14566,nem,XEM,NEM,2015-11-01,15,0.000136,0.00016999999999999999,0.000136,0.00015,950.0,1226560.0,0.4118,0.0
14596,nem,XEM,NEM,2015-12-01,15,0.000106,0.000136,0.000102,0.00011599999999999999,1860.0,950715.0,0.4118,0.0
14627,nem,XEM,NEM,2016-01-01,15,0.000151,0.000173,0.000151,0.000162,1361.0,1358320.0,0.5,0.0
14658,nem,XEM,NEM,2016-02-01,15,0.0004940000000000001,0.000515,0.000434,0.0005070000000000001,52135.0,4448570.0,0.9012,0.0
14687,nem,XEM,NEM,2016-03-01,15,0.0006349999999999999,0.0006580000000000001,0.0006230000000000001,0.000628,14850.0,5716680.0,0.1429,0.0
14718,nem,XEM,NEM,2016-04-01,15,0.001495,0.001564,0.0014550000000000001,0.0014730000000000001,64361.0,13454700.0,0.1651,0.0
14748,nem,XEM,NEM,2016-05-01,15,0.0016010000000000002,0.001622,0.001573,0.0016059999999999998,19104.0,14412300.0,0.6735,0.0
14779,nem,XEM,NEM,2016-06-01,15,0.0018780000000000001,0.002073,0.001814,0.002034,93395.0,16898600.0,0.8494,0.0
14809,nem,XEM,NEM,2016-07-01,15,0.012402,0.012844,0.009496,0.010477,3648490.0,111615000.0,0.293,0.0
14840,nem,XEM,NEM,2016-08-01,15,0.006659,0.006692,0.006228,0.006295,228840.0,59935500.0,0.1444,0.0
