,slug,symbol,name,date,ranknow,open,high,low,close,volume,market,close_ratio,spread
764,bitcoin,BTC,Bitcoin,2015-06-01,1,230.23,231.71,221.3,222.93,26090500.0,3274370000.0,0.1566,10.41
794,bitcoin,BTC,Bitcoin,2015-07-01,1,263.35,265.17,255.77,258.62,27029800.0,3774140000.0,0.3032,9.4
825,bitcoin,BTC,Bitcoin,2015-08-01,1,284.69,284.93,278.11,281.6,18995000.0,4112610000.0,0.5117,6.82
856,bitcoin,BTC,Bitcoin,2015-09-01,1,230.26,231.22,226.86,228.12,20575200.0,3352760000.0,0.289,4.36
886,bitcoin,BTC,Bitcoin,2015-10-01,1,236.0,238.44,235.62,237.55,20488800.0,3462800000.0,0.6844,2.82
917,bitcoin,BTC,Bitcoin,2015-11-01,1,315.0,327.47,311.88,325.43,37001100.0,4657890000.0,0.8691,15.59
947,bitcoin,BTC,Bitcoin,2015-12-01,1,377.41,378.93,356.56,362.49,60452200.0,5624580000.0,0.2651,22.37
978,bitcoin,BTC,Bitcoin,2016-01-01,1,430.72,436.25,427.51,434.33,36278900.0,6473530000.0,0.7803,8.74
1009,bitcoin,BTC,Bitcoin,2016-02-01,1,369.35,378.07,367.96,373.06,51656700.0,5596090000.0,0.5045,10.11
1038,bitcoin,BTC,Bitcoin,2016-03-01,1,437.92,439.65,432.32,435.12,74895800.0,6684800000.0,0.382,7.33
1069,bitcoin,BTC,Bitcoin,2016-04-01,1,416.76,418.17,415.83,417.96,51235700.0,6409540000.0,0.9103,2.34
1099,bitcoin,BTC,Bitcoin,2016-05-01,1,448.48,452.48,447.93,451.88,40660100.0,6947430000.0,0.8681,4.55
1130,bitcoin,BTC,Bitcoin,2016-06-01,1,531.11,543.08,525.64,536.92,86061800.0,8288680000.0,0.6468,17.44
1160,bitcoin,BTC,Bitcoin,2016-07-01,1,672.51,686.15,669.59,676.3,134431000.0,10570600000.0,0.4052,16.56
1191,bitcoin,BTC,Bitcoin,2016-08-01,1,624.6,626.12,605.88,606.27,121887000.0,9860620000.0,0.0193,20.24
1222,bitcoin,BTC,Bitcoin,2016-09-01,1,575.55,576.31,571.81,572.3,76923400.0,9118280000.0,0.1089,4.5
1252,bitcoin,BTC,Bitcoin,2016-10-01,1,609.93,615.24,609.93,613.98,56357000.0,9696280000.0,0.7627,5.31
1283,bitcoin,BTC,Bitcoin,2016-11-01,1,701.34,736.45,701.34,729.79,130527000.0,11187700000.0,0.8103,35.11
1313,bitcoin,BTC,Bitcoin,2016-12-01,1,746.05,758.27,746.05,756.77,80461900.0,11949200000.0,0.8773,12.22
1344,bitcoin,BTC,Bitcoin,2017-01-01,1,963.66,1003.08,958.7,998.33,147775000.0,15491200000.0,0.893,44.38
1375,bitcoin,BTC,Bitcoin,2017-02-01,1,970.94,989.11,970.74,989.02,150110000.0,15667900000.0,0.9951,18.37
1403,bitcoin,BTC,Bitcoin,2017-03-01,1,1180.04,1222.5,1179.69,1222.5,229057000.0,19104800000.0,1.0,42.81
1434,bitcoin,BTC,Bitcoin,2017-04-01,1,1071.71,1091.72,1061.09,1080.5,289634000.0,17413000000.0,0.6337,30.63
1464,bitcoin,BTC,Bitcoin,2017-05-01,1,1348.3,1434.32,1348.3,1421.6,713624000.0,21981800000.0,0.8521,86.02
1495,bitcoin,BTC,Bitcoin,2017-06-01,1,2288.33,2448.39,2288.33,2407.88,1653180000.0,37446200000.0,0.7469,160.06
1525,bitcoin,BTC,Bitcoin,2017-07-01,1,2492.6,2515.27,2419.23,2434.55,779914000.0,40928200000.0,0.1595,96.04
1556,bitcoin,BTC,Bitcoin,2017-08-01,1,2871.3,2921.35,2685.61,2718.26,1324670000.0,47321800000.0,0.1385,235.74
1587,bitcoin,BTC,Bitcoin,2017-09-01,1,4701.76,4892.01,4678.53,4892.01,2599080000.0,77748400000.0,1.0,213.48
1617,bitcoin,BTC,Bitcoin,2017-10-01,1,4341.05,4403.74,4269.81,4403.74,1208210000.0,72047300000.0,1.0,133.93
1648,bitcoin,BTC,Bitcoin,2017-11-01,1,6440.97,6767.31,6377.88,6767.31,2870320000.0,107287000000.0,1.0,389.43
1678,bitcoin,BTC,Bitcoin,2017-12-01,1,10198.6,11046.7,9694.65,10975.6,6783120000.0,170436000000.0,0.9474,1352.05
1709,bitcoin,BTC,Bitcoin,2018-01-01,1,14112.2,14112.2,13154.7,13657.2,10291200000.0,236725000000.0,0.5248,957.5
1740,bitcoin,BTC,Bitcoin,2018-02-01,1,10237.3,10288.8,8812.28,9170.54,9959400000.0,172372000000.0,0.2426,1476.52
1768,bitcoin,BTC,Bitcoin,2018-03-01,1,10385.0,11052.3,10352.7,10951.0,7317280000.0,175427000000.0,0.8552,699.6
1799,bitcoin,BTC,Bitcoin,2018-04-01,1,7003.06,7060.95,6526.87,6844.23,4532100000.0,118705000000.0,0.5942,534.08
1829,bitcoin,BTC,Bitcoin,2018-05-01,1,9251.47,9255.88,8891.05,9119.01,7713020000.0,157350000000.0,0.6248,364.83
1860,bitcoin,BTC,Bitcoin,2018-06-01,1,7500.7,7604.73,7407.34,7541.45,4921460000.0,128014000000.0,0.6794,197.39
1891,ethereum,ETH,Ethereum,2015-09-01,2,1.35,1.39,1.34,1.35,778862.0,98617200.0,0.2,0.05
1921,ethereum,ETH,Ethereum,2015-10-01,2,0.7343069999999999,0.7343069999999999,0.655906,0.6902149999999999,596084.0,54032300.0,0.4376,0.08
1952,ethereum,ETH,Ethereum,2015-11-01,2,0.920847,1.08,0.8990819999999999,1.06,588913.0,68477200.0,0.8895,0.18
1982,ethereum,ETH,Ethereum,2015-12-01,2,0.878316,0.8867360000000001,0.8539370000000001,0.8748,652857.0,65980000.0,0.6361,0.03
2013,ethereum,ETH,Ethereum,2016-01-01,2,0.9337120000000001,0.954822,0.931442,0.948024,206062.0,70870900.0,0.7092,0.02
2044,ethereum,ETH,Ethereum,2016-02-01,2,2.32,2.32,2.12,2.21,3994100.0,177881000.0,0.45,0.2
2073,ethereum,ETH,Ethereum,2016-03-01,2,6.32,7.91,6.31,7.65,23098100.0,489188000.0,0.8375,1.6
2104,ethereum,ETH,Ethereum,2016-04-01,2,11.4,11.85,11.4,11.66,11373100.0,896537000.0,0.5778,0.45
2134,ethereum,ETH,Ethereum,2016-05-01,2,8.78,9.01,8.43,8.85,16713800.0,698377000.0,0.7241,0.58
2165,ethereum,ETH,Ethereum,2016-06-01,2,14.11,14.32,13.44,14.0,22471300.0,1136900000.0,0.6364,0.88
2195,ethereum,ETH,Ethereum,2016-07-01,2,12.44,12.49,11.73,12.2,17236500.0,1014220000.0,0.6184,0.76
2226,ethereum,ETH,Ethereum,2016-08-01,2,11.89,12.01,10.94,10.94,23999500.0,981735000.0,0.0,1.07
2257,ethereum,ETH,Ethereum,2016-09-01,2,11.67,12.58,11.65,11.99,24051500.0,974844000.0,0.3656,0.93
2287,ethereum,ETH,Ethereum,2016-10-01,2,13.2,13.31,13.05,13.17,6331160.0,1115690000.0,0.4615,0.26
2318,ethereum,ETH,Ethereum,2016-11-01,2,10.96,11.18,10.3,10.77,22901300.0,937123000.0,0.5341,0.88
2348,ethereum,ETH,Ethereum,2016-12-01,2,8.6,8.65,8.36,8.45,5882340.0,743882000.0,0.3103,0.29
2379,ethereum,ETH,Ethereum,2017-01-01,2,7.98,8.47,7.98,8.17,14731700.0,698149000.0,0.3878,0.49
2410,ethereum,ETH,Ethereum,2017-02-01,2,10.74,10.85,10.56,10.73,12852200.0,949969000.0,0.5862,0.29
2438,ethereum,ETH,Ethereum,2017-03-01,2,15.85,17.37,15.56,17.35,44927500.0,1415510000.0,0.9890000000000001,1.81
2469,ethereum,ETH,Ethereum,2017-04-01,2,50.03,51.93,48.88,50.7,92461900.0,4517510000.0,0.5967,3.05
2499,ethereum,ETH,Ethereum,2017-05-01,2,79.32,82.52,73.09,76.3,376842000.0,7234070000.0,0.3404,9.43
2530,ethereum,ETH,Ethereum,2017-06-01,2,230.89,236.22,214.48,222.24,812924000.0,21264800000.0,0.3569,21.74
2560,ethereum,ETH,Ethereum,2017-07-01,2,293.35,293.75,268.62,274.6,1089200000.0,27259400000.0,0.23800000000000002,25.13
2591,ethereum,ETH,Ethereum,2017-08-01,2,204.69,227.74,204.69,226.77,1585330000.0,19179100000.0,0.9579,23.05
2622,ethereum,ETH,Ethereum,2017-09-01,2,383.47,390.04,383.47,387.74,874222000.0,36182900000.0,0.6499,6.57
2652,ethereum,ETH,Ethereum,2017-10-01,2,301.55,303.19,295.06,302.34,306185000.0,28615200000.0,0.8954,8.13
2683,ethereum,ETH,Ethereum,2017-11-01,2,305.76,306.4,290.58,291.69,553864000.0,29183600000.0,0.0702,15.82
2713,ethereum,ETH,Ethereum,2017-12-01,2,445.21,472.61,428.31,466.54,1247880000.0,42765000000.0,0.863,44.3
2744,ethereum,ETH,Ethereum,2018-01-01,2,755.76,782.53,742.0,772.64,2595760000.0,73075800000.0,0.7559999999999999,40.53
2775,ethereum,ETH,Ethereum,2018-02-01,2,1119.37,1161.35,984.82,1036.79,5261680000.0,108952000000.0,0.2944,176.53
2803,ethereum,ETH,Ethereum,2018-03-01,2,856.01,880.3,851.92,872.2,1868520000.0,83808200000.0,0.7146,28.38
2834,ethereum,ETH,Ethereum,2018-04-01,2,397.25,400.53,363.81,379.61,1256930000.0,39144700000.0,0.4303,36.72
2864,ethereum,ETH,Ethereum,2018-05-01,2,670.46,674.4,637.54,673.61,2678960000.0,66477200000.0,0.9786,36.86
