date,count_commits,count_issues,count_pulls
2010-12-20,2,3,1
2010-12-21,3,3,2
2010-12-22,3,7,3
2010-12-23,3,7,3
2010-12-24,3,7,3
2010-12-25,3,7,3
2010-12-26,3,7,3
2010-12-27,3,7,3
2010-12-28,3,7,3
2010-12-29,3,7,3
2010-12-30,3,7,3
2010-12-31,3,7,3
2011-01-01,3,7,3
2011-01-02,3,7,3
2011-01-03,4,7,3
2011-01-04,4,7,3
2011-01-05,5,8,4
2011-01-06,6,9,4
2011-01-07,7,9,6
2011-01-08,7,9,6
2011-01-09,7,9,6
2011-01-10,8,10,7
2011-01-11,8,10,7
2011-01-12,8,10,7
2011-01-13,8,10,7
2011-01-14,9,11,9
2011-01-15,9,11,9
2011-01-16,9,11,9
2011-01-17,9,11,9
2011-01-18,13,11,9
2011-01-19,16,11,10
2011-01-20,25,13,14
2011-01-21,31,13,16
2011-01-22,32,13,16
2011-01-23,33,13,17
2011-01-24,35,13,18
2011-01-25,37,13,18
2011-01-26,37,13,18
2011-01-27,37,13,18
2011-01-28,37,13,18
2011-01-29,37,13,18
2011-01-30,37,13,18
2011-01-31,39,13,21
2011-02-01,40,13,22
2011-02-02,40,13,22
2011-02-03,40,13,23
2011-02-04,40,13,23
2011-02-05,40,13,23
2011-02-06,40,13,23
2011-02-07,40,14,23
2011-02-08,40,14,23
2011-02-09,40,14,23
2011-02-10,40,15,25
2011-02-11,41,16,25
2011-02-12,41,16,25
2011-02-13,41,16,25
2011-02-14,42,19,25
2011-02-15,42,19,25
2011-02-16,44,19,26
2011-02-17,45,19,26
2011-02-18,48,19,26
2011-02-19,48,19,26
2011-02-20,48,19,26
2011-02-21,48,19,26
2011-02-22,48,21,26
2011-02-23,53,23,27
2011-02-24,53,23,27
2011-02-25,58,23,29
2011-02-26,59,23,30
2011-02-27,59,23,30
2011-02-28,60,24,30
2011-03-01,61,26,31
2011-03-02,63,27,32
2011-03-03,64,29,37
2011-03-04,64,29,37
2011-03-05,67,31,39
2011-03-06,67,31,39
2011-03-07,67,31,39
2011-03-08,67,31,39
2011-03-09,69,31,41
2011-03-10,71,31,41
2011-03-11,71,31,41
2011-03-12,71,31,41
2011-03-13,79,31,42
2011-03-14,80,31,43
2011-03-15,80,31,43
2011-03-16,81,32,44
2011-03-17,82,32,47
2011-03-18,82,32,48
2011-03-19,82,32,48
2011-03-20,82,32,48
2011-03-21,82,33,48
2011-03-22,82,33,48
2011-03-23,82,33,50
2011-03-24,82,33,50
2011-03-25,82,33,51
2011-03-26,82,33,51
2011-03-27,82,33,51
2011-03-28,82,33,51
2011-03-29,82,33,51
2011-03-30,83,33,51
2011-03-31,83,33,51
2011-04-01,83,33,51
2011-04-02,83,33,51
2011-04-03,83,33,53
2011-04-04,83,33,53
2011-04-05,84,34,54
2011-04-06,86,34,54
2011-04-07,86,34,54
2011-04-08,86,34,54
2011-04-09,86,35,54
2011-04-10,86,35,54
2011-04-11,86,35,54
2011-04-12,93,36,55
2011-04-13,96,36,60
2011-04-14,97,37,61
2011-04-15,102,38,65
2011-04-16,103,38,68
2011-04-17,103,38,68
2011-04-18,105,39,68
2011-04-19,106,41,70
2011-04-20,111,43,72
2011-04-21,111,43,72
2011-04-22,113,43,74
2011-04-23,115,43,77
2011-04-24,115,43,77
2011-04-25,116,43,78
2011-04-26,116,43,78
2011-04-27,117,43,78
2011-04-28,119,45,78
2011-04-29,119,45,78
2011-04-30,119,45,78
2011-05-01,124,45,79
2011-05-02,124,45,79
2011-05-03,128,45,80
2011-05-04,128,45,80
2011-05-05,131,45,84
2011-05-06,133,45,87
2011-05-07,136,46,87
2011-05-08,138,46,91
2011-05-09,148,51,96
2011-05-10,152,53,96
2011-05-11,154,53,97
2011-05-12,162,54,98
2011-05-13,165,54,100
2011-05-14,174,54,100
2011-05-15,182,54,101
2011-05-16,189,56,102
2011-05-17,193,57,105
2011-05-18,194,64,106
2011-05-19,194,64,106
2011-05-20,194,64,106
2011-05-21,197,65,108
2011-05-22,202,66,111
2011-05-23,202,66,111
2011-05-24,203,66,113
2011-05-25,208,67,117
2011-05-26,216,70,122
2011-05-27,228,71,123
2011-05-28,233,71,126
2011-05-29,234,71,129
2011-05-30,235,72,130
2011-05-31,236,72,130
2011-06-01,246,72,132
2011-06-02,252,72,133
2011-06-03,257,72,136
2011-06-04,260,72,137
2011-06-05,272,74,139
2011-06-06,274,77,141
2011-06-07,276,79,141
2011-06-08,276,79,141
2011-06-09,277,79,142
2011-06-10,283,79,142
2011-06-11,291,80,143
2011-06-12,299,80,143
2011-06-13,305,80,143
2011-06-14,310,81,143
2011-06-15,315,81,143
2011-06-16,316,87,144
2011-06-17,321,87,145
2011-06-18,330,90,147
2011-06-19,332,91,149
2011-06-20,337,92,151
2011-06-21,344,94,151
2011-06-22,345,95,151
2011-06-23,346,96,151
2011-06-24,350,98,154
2011-06-25,356,99,154
2011-06-26,364,101,157
2011-06-27,368,102,163
2011-06-28,372,103,166
2011-06-29,376,104,168
2011-06-30,386,104,170
2011-07-01,396,105,174
2011-07-02,407,105,175
2011-07-03,413,106,176
2011-07-04,417,107,179
2011-07-05,424,108,182
2011-07-06,427,108,183
2011-07-07,442,111,184
2011-07-08,451,112,184
2011-07-09,460,113,186
2011-07-10,461,113,186
2011-07-11,466,113,187
2011-07-12,467,116,188
2011-07-13,491,118,194
2011-07-14,504,119,198
2011-07-15,513,119,198
2011-07-16,519,119,199
2011-07-17,528,119,201
2011-07-18,538,119,202
2011-07-19,538,119,202
2011-07-20,538,119,202
2011-07-21,539,119,204
2011-07-22,544,120,204
2011-07-23,544,120,204
2011-07-24,553,120,206
2011-07-25,557,121,207
2011-07-26,570,123,210
2011-07-27,575,123,210
2011-07-28,575,123,210
2011-07-29,579,123,210
2011-07-30,585,123,213
2011-07-31,590,125,216
2011-08-01,592,126,217
2011-08-02,595,126,217
2011-08-03,602,129,219
2011-08-04,606,129,220
2011-08-05,609,130,221
2011-08-06,611,130,221
2011-08-07,616,130,221
2011-08-08,627,131,222
2011-08-09,629,131,222
2011-08-10,629,131,222
2011-08-11,639,131,228
2011-08-12,640,132,230
2011-08-13,640,132,230
2011-08-14,640,132,230
2011-08-15,640,132,230
2011-08-16,645,134,231
2011-08-17,647,134,232
2011-08-18,647,134,232
2011-08-19,653,134,232
2011-08-20,653,134,232
2011-08-21,654,134,233
2011-08-22,655,134,233
2011-08-23,660,134,233
2011-08-24,661,135,234
2011-08-25,662,135,234
2011-08-26,663,135,234
2011-08-27,663,135,234
2011-08-28,664,136,234
2011-08-29,664,136,234
2011-08-30,664,136,234
2011-08-31,673,138,235
2011-09-01,681,138,235
2011-09-02,693,140,236
2011-09-03,698,141,237
2011-09-04,698,141,237
2011-09-05,699,143,239
2011-09-06,712,143,246
2011-09-07,718,143,247
2011-09-08,719,144,248
2011-09-09,723,144,251
2011-09-10,723,144,251
2011-09-11,730,144,253
2011-09-12,730,144,254
2011-09-13,731,144,254
2011-09-14,733,146,256
2011-09-15,733,146,256
2011-09-16,734,146,256
2011-09-17,735,146,258
2011-09-18,738,146,259
2011-09-19,740,146,261
2011-09-20,740,146,262
2011-09-21,744,146,262
2011-09-22,752,146,262
2011-09-23,755,146,262
2011-09-24,757,148,263
2011-09-25,757,148,263
2011-09-26,768,148,263
2011-09-27,781,148,266
2011-09-28,785,148,269
2011-09-29,790,149,271
2011-09-30,793,149,271
2011-10-01,798,150,273
2011-10-02,800,150,273
2011-10-03,804,152,274
2011-10-04,809,152,292
2011-10-05,820,153,294
2011-10-06,824,153,296
2011-10-07,826,153,297
2011-10-08,828,153,297
2011-10-09,841,153,299
2011-10-10,848,155,300
2011-10-11,849,155,301
2011-10-12,849,155,301
2011-10-13,849,155,301
2011-10-14,850,155,302
2011-10-15,851,155,303
2011-10-16,851,155,303
2011-10-17,851,155,305
2011-10-18,852,155,305
2011-10-19,852,155,305
2011-10-20,852,155,305
2011-10-21,852,155,305
2011-10-22,852,155,305
2011-10-23,855,155,306
2011-10-24,858,155,307
2011-10-25,875,155,307
2011-10-26,875,155,307
2011-10-27,875,155,307
2011-10-28,875,155,307
2011-10-29,876,158,308
2011-10-30,876,158,308
2011-10-31,876,158,308
2011-11-01,881,159,308
2011-11-02,883,159,309
2011-11-03,886,159,311
2011-11-04,890,160,313
2011-11-05,890,160,313
2011-11-06,892,161,315
2011-11-07,894,164,315
2011-11-08,901,172,318
2011-11-09,903,175,318
2011-11-10,910,176,320
2011-11-11,912,176,321
2011-11-12,913,176,324
2011-11-13,917,176,324
2011-11-14,920,176,324
2011-11-15,927,176,325
2011-11-16,927,176,325
2011-11-17,929,177,325
2011-11-18,929,177,325
2011-11-19,929,177,325
2011-11-20,933,179,325
2011-11-21,945,182,327
2011-11-22,945,182,327
2011-11-23,945,182,327
2011-11-24,947,183,328
2011-11-25,947,183,328
2011-11-26,950,185,330
2011-11-27,951,186,330
2011-11-28,951,186,330
2011-11-29,951,186,330
2011-11-30,951,186,330
2011-12-01,958,188,331
2011-12-02,961,190,332
2011-12-03,961,190,332
2011-12-04,963,190,333
2011-12-05,965,191,335
2011-12-06,965,191,335
2011-12-07,966,193,336
2011-12-08,966,193,336
2011-12-09,969,194,339
2011-12-10,970,194,340
2011-12-11,970,194,340
2011-12-12,973,194,340
2011-12-13,977,195,344
2011-12-14,979,196,344
2011-12-15,979,196,344
2011-12-16,988,198,348
2011-12-17,994,198,348
2011-12-18,994,198,348
2011-12-19,1013,199,350
2011-12-20,1026,200,352
2011-12-21,1027,200,353
2011-12-22,1029,201,353
2011-12-23,1042,203,355
2011-12-24,1042,203,355
2011-12-25,1046,203,355
2011-12-26,1046,203,355
2011-12-27,1049,204,356
2011-12-28,1050,204,357
2011-12-29,1050,204,357
2011-12-30,1050,204,357
2011-12-31,1050,204,357
2012-01-01,1050,204,357
2012-01-02,1050,207,359
2012-01-03,1061,209,362
2012-01-04,1061,209,362
2012-01-05,1065,210,362
2012-01-06,1067,211,363
2012-01-07,1069,212,365
2012-01-08,1069,212,365
2012-01-09,1075,213,365
2012-01-10,1078,214,365
2012-01-11,1078,214,365
2012-01-12,1080,214,365
2012-01-13,1091,215,366
2012-01-14,1093,215,368
2012-01-15,1096,216,369
2012-01-16,1097,217,369
2012-01-17,1102,218,370
2012-01-18,1103,219,372
2012-01-19,1108,219,375
2012-01-20,1109,220,376
2012-01-21,1111,220,378
2012-01-22,1111,220,378
2012-01-23,1121,222,379
2012-01-24,1121,222,379
2012-01-25,1124,224,380
2012-01-26,1126,225,381
2012-01-27,1127,225,382
2012-01-28,1128,225,382
2012-01-29,1128,225,382
2012-01-30,1128,225,382
2012-01-31,1131,226,383
2012-02-01,1134,227,384
2012-02-02,1134,227,384
2012-02-03,1134,227,384
2012-02-04,1134,227,384
2012-02-05,1136,227,388
2012-02-06,1144,228,390
2012-02-07,1154,228,393
2012-02-08,1154,228,393
2012-02-09,1155,231,394
2012-02-10,1161,232,397
2012-02-11,1170,236,401
2012-02-12,1173,236,402
2012-02-13,1173,236,402
2012-02-14,1173,236,402
2012-02-15,1182,238,406
2012-02-16,1189,243,409
2012-02-17,1203,246,415
2012-02-18,1211,247,418
2012-02-19,1219,247,421
2012-02-20,1228,250,422
2012-02-21,1229,253,422
2012-02-22,1240,253,427
2012-02-23,1244,255,429
2012-02-24,1245,255,431
2012-02-25,1251,255,438
2012-02-26,1257,257,441
2012-02-27,1263,258,444
2012-02-28,1267,259,444
2012-02-29,1270,260,445
2012-03-01,1271,260,445
2012-03-02,1271,260,445
2012-03-03,1273,260,447
2012-03-04,1273,260,447
2012-03-05,1275,262,449
2012-03-06,1275,262,449
2012-03-07,1275,262,449
2012-03-08,1275,262,449
2012-03-09,1275,262,449
2012-03-10,1276,266,450
2012-03-11,1277,266,453
2012-03-12,1281,268,453
2012-03-13,1282,268,454
2012-03-14,1283,269,454
2012-03-15,1284,271,456
2012-03-16,1289,271,457
2012-03-17,1289,274,457
2012-03-18,1290,274,461
2012-03-19,1293,276,465
2012-03-20,1298,280,471
2012-03-21,1310,280,476
2012-03-22,1321,282,480
2012-03-23,1322,282,482
2012-03-24,1322,282,482
2012-03-25,1326,283,485
2012-03-26,1343,284,492
2012-03-27,1343,285,494
2012-03-28,1343,285,494
2012-03-29,1352,287,499
2012-03-30,1352,288,500
2012-03-31,1353,290,502
2012-04-01,1353,290,505
2012-04-02,1361,291,507
2012-04-03,1365,294,509
2012-04-04,1382,294,515
2012-04-05,1396,297,522
2012-04-06,1402,300,524
2012-04-07,1402,300,524
2012-04-08,1405,305,525
2012-04-09,1407,308,527
2012-04-10,1412,310,528
2012-04-11,1420,314,532
2012-04-12,1426,315,533
2012-04-13,1430,316,541
2012-04-14,1436,318,543
2012-04-15,1447,320,551
2012-04-16,1449,322,552
2012-04-17,1464,324,557
2012-04-18,1468,325,559
2012-04-19,1469,326,560
2012-04-20,1473,327,561
2012-04-21,1483,328,563
2012-04-22,1486,331,570
2012-04-23,1486,331,570
2012-04-24,1486,334,571
2012-04-25,1489,334,572
2012-04-26,1498,337,574
2012-04-27,1502,340,574
2012-04-28,1502,340,574
2012-04-29,1505,342,576
2012-04-30,1506,345,577
2012-05-01,1509,345,582
2012-05-02,1510,351,582
2012-05-03,1512,354,584
2012-05-04,1521,355,586
2012-05-05,1539,355,597
2012-05-06,1546,357,601
2012-05-07,1550,359,604
2012-05-08,1558,364,607
2012-05-09,1580,372,618
2012-05-10,1582,374,621
2012-05-11,1608,375,630
2012-05-12,1629,379,637
2012-05-13,1650,381,646
2012-05-14,1662,384,660
2012-05-15,1666,388,665
2012-05-16,1672,389,669
2012-05-17,1686,390,690
2012-05-18,1697,391,698
2012-05-19,1702,392,701
2012-05-20,1712,392,703
2012-05-21,1718,393,708
2012-05-22,1728,394,716
2012-05-23,1732,394,717
2012-05-24,1736,396,720
2012-05-25,1749,398,721
2012-05-26,1751,398,721
2012-05-27,1752,398,721
2012-05-28,1755,398,723
2012-05-29,1756,399,725
2012-05-30,1757,399,727
2012-05-31,1762,403,731
2012-06-01,1762,403,732
2012-06-02,1766,404,734
2012-06-03,1767,405,736
2012-06-04,1775,405,739
2012-06-05,1778,408,742
2012-06-06,1778,408,742
2012-06-07,1780,409,742
2012-06-08,1783,410,742
2012-06-09,1784,411,744
2012-06-10,1784,411,744
2012-06-11,1785,411,746
2012-06-12,1792,412,749
2012-06-13,1799,416,753
2012-06-14,1811,422,759
2012-06-15,1815,423,761
2012-06-16,1815,423,761
2012-06-17,1821,424,763
2012-06-18,1830,425,767
2012-06-19,1833,425,769
2012-06-20,1837,427,773
2012-06-21,1840,427,778
2012-06-22,1849,430,781
2012-06-23,1849,433,782
2012-06-24,1855,434,789
2012-06-25,1860,434,791
2012-06-26,1860,436,791
2012-06-27,1867,437,794
2012-06-28,1873,439,795
2012-06-29,1874,441,799
2012-06-30,1877,442,803
2012-07-01,1879,443,804
2012-07-02,1883,444,807
2012-07-03,1884,445,810
2012-07-04,1887,446,813
2012-07-05,1894,449,815
2012-07-06,1896,449,817
2012-07-07,1904,449,819
2012-07-08,1905,451,820
2012-07-09,1906,452,822
2012-07-10,1907,453,825
2012-07-11,1916,455,830
2012-07-12,1920,456,833
2012-07-13,1925,456,839
2012-07-14,1928,456,839
2012-07-15,1928,456,839
2012-07-16,1934,460,839
2012-07-17,1942,461,841
2012-07-18,1949,461,845
2012-07-19,1950,461,847
2012-07-20,1950,462,848
2012-07-21,1950,463,851
2012-07-22,1952,463,853
2012-07-23,1955,466,855
2012-07-24,1956,467,855
2012-07-25,1958,467,855
2012-07-26,1968,467,860
2012-07-27,1970,467,862
2012-07-28,1971,467,862
2012-07-29,1971,467,862
2012-07-30,1971,467,862
2012-07-31,1971,467,863
2012-08-01,1976,468,867
2012-08-02,1978,468,870
2012-08-03,1980,468,870
2012-08-04,1980,468,870
2012-08-05,1980,468,870
2012-08-06,1981,472,871
2012-08-07,1988,473,872
2012-08-08,1988,475,872
2012-08-09,1990,478,872
2012-08-10,1990,478,872
2012-08-11,1990,478,872
2012-08-12,1991,479,872
2012-08-13,1993,480,875
2012-08-14,1995,481,877
2012-08-15,1995,481,877
2012-08-16,1995,482,878
2012-08-17,2000,483,881
2012-08-18,2001,483,882
2012-08-19,2001,483,882
2012-08-20,2011,484,885
2012-08-21,2017,486,891
2012-08-22,2025,487,894
2012-08-23,2041,491,901
2012-08-24,2048,496,906
2012-08-25,2053,496,907
2012-08-26,2054,497,908
2012-08-27,2064,498,911
2012-08-28,2070,502,921
2012-08-29,2082,504,925
2012-08-30,2084,505,929
2012-08-31,2086,509,932
2012-09-01,2091,510,935
2012-09-02,2094,512,935
2012-09-03,2097,512,941
2012-09-04,2097,513,943
2012-09-05,2102,514,947
2012-09-06,2109,514,948
2012-09-07,2114,515,950
2012-09-08,2119,516,952
2012-09-09,2126,518,958
2012-09-10,2129,519,962
2012-09-11,2131,520,962
2012-09-12,2135,521,964
2012-09-13,2135,521,964
2012-09-14,2135,521,964
2012-09-15,2137,521,965
2012-09-16,2137,521,965
2012-09-17,2138,521,966
2012-09-18,2144,523,968
2012-09-19,2144,523,968
2012-09-20,2147,526,968
2012-09-21,2153,530,971
2012-09-22,2159,531,977
2012-09-23,2161,532,978
2012-09-24,2161,532,983
2012-09-25,2166,534,985
2012-09-26,2167,534,987
2012-09-27,2169,537,991
2012-09-28,2172,539,996
2012-09-29,2177,540,999
2012-09-30,2179,541,1003
2012-10-01,2187,541,1004
2012-10-02,2187,545,1007
2012-10-03,2188,546,1008
2012-10-04,2196,546,1013
2012-10-05,2199,546,1015
2012-10-06,2199,546,1015
2012-10-07,2203,546,1018
2012-10-08,2208,546,1021
2012-10-09,2214,546,1021
2012-10-10,2214,546,1021
2012-10-11,2219,547,1021
2012-10-12,2222,548,1026
2012-10-13,2222,551,1027
2012-10-14,2224,552,1029
2012-10-15,2225,552,1030
2012-10-16,2225,552,1030
2012-10-17,2225,552,1030
2012-10-18,2225,552,1030
2012-10-19,2227,552,1031
2012-10-20,2256,552,1031
2012-10-21,2264,552,1036
2012-10-22,2269,555,1038
2012-10-23,2270,557,1039
2012-10-24,2274,557,1043
2012-10-25,2285,560,1045
2012-10-26,2285,560,1045
2012-10-27,2285,560,1045
2012-10-28,2287,562,1047
2012-10-29,2301,562,1047
2012-10-30,2302,564,1047
2012-10-31,2303,564,1047
2012-11-01,2307,564,1049
2012-11-02,2309,564,1050
2012-11-03,2311,565,1051
2012-11-04,2313,565,1056
2012-11-05,2316,566,1062
2012-11-06,2316,566,1062
2012-11-07,2316,566,1062
2012-11-08,2317,566,1064
2012-11-09,2325,568,1066
2012-11-10,2331,570,1067
2012-11-11,2338,571,1070
2012-11-12,2338,571,1070
2012-11-13,2344,572,1073
2012-11-14,2346,572,1076
2012-11-15,2350,573,1078
2012-11-16,2353,575,1081
2012-11-17,2355,575,1082
2012-11-18,2355,577,1084
2012-11-19,2355,577,1084
2012-11-20,2355,577,1084
2012-11-21,2357,577,1086
2012-11-22,2360,577,1087
2012-11-23,2360,577,1087
2012-11-24,2362,577,1088
2012-11-25,2363,578,1088
2012-11-26,2364,584,1090
2012-11-27,2366,585,1093
2012-11-28,2367,586,1095
2012-11-29,2369,589,1095
2012-11-30,2371,590,1097
2012-12-01,2374,590,1100
2012-12-02,2375,590,1103
2012-12-03,2380,590,1107
2012-12-04,2382,592,1113
2012-12-05,2386,594,1114
2012-12-06,2391,595,1115
2012-12-07,2393,597,1115
2012-12-08,2393,597,1115
2012-12-09,2393,597,1115
2012-12-10,2394,598,1117
2012-12-11,2394,598,1117
2012-12-12,2410,598,1123
2012-12-13,2414,599,1128
2012-12-14,2415,600,1128
2012-12-15,2415,600,1130
2012-12-16,2417,601,1130
2012-12-17,2418,601,1131
2012-12-18,2420,601,1132
2012-12-19,2423,601,1134
2012-12-20,2424,603,1136
2012-12-21,2425,604,1137
2012-12-22,2426,604,1138
2012-12-23,2426,604,1138
2012-12-24,2426,604,1138
2012-12-25,2426,604,1138
2012-12-26,2427,604,1142
2012-12-27,2427,604,1142
2012-12-28,2427,606,1143
2012-12-29,2427,606,1143
2012-12-30,2427,606,1143
2012-12-31,2428,609,1143
2013-01-01,2430,609,1145
2013-01-02,2430,609,1146
2013-01-03,2432,611,1149
2013-01-04,2435,611,1150
2013-01-05,2439,611,1151
2013-01-06,2443,611,1153
2013-01-07,2443,611,1153
2013-01-08,2448,612,1154
2013-01-09,2450,612,1159
2013-01-10,2451,613,1162
2013-01-11,2453,614,1166
2013-01-12,2453,614,1166
2013-01-13,2454,614,1167
2013-01-14,2463,618,1171
2013-01-15,2465,618,1171
2013-01-16,2483,619,1172
2013-01-17,2484,619,1172
2013-01-18,2493,621,1176
2013-01-19,2496,622,1177
2013-01-20,2497,622,1179
2013-01-21,2500,622,1179
2013-01-22,2501,628,1182
2013-01-23,2515,631,1187
2013-01-24,2517,632,1188
2013-01-25,2519,634,1189
2013-01-26,2525,636,1194
2013-01-27,2530,639,1197
2013-01-28,2534,640,1198
2013-01-29,2535,642,1199
2013-01-30,2557,645,1209
2013-01-31,2559,646,1213
2013-02-01,2564,649,1218
2013-02-02,2565,650,1219
2013-02-03,2565,650,1219
2013-02-04,2566,654,1221
2013-02-05,2571,655,1223
2013-02-06,2576,657,1226
2013-02-07,2577,659,1227
2013-02-08,2577,659,1227
2013-02-09,2578,662,1229
2013-02-10,2581,664,1231
2013-02-11,2581,665,1231
2013-02-12,2583,668,1232
2013-02-13,2583,668,1232
2013-02-14,2584,669,1235
2013-02-15,2584,669,1235
2013-02-16,2592,670,1237
2013-02-17,2594,671,1237
2013-02-18,2598,671,1237
2013-02-19,2600,673,1237
2013-02-20,2602,679,1237
2013-02-21,2602,679,1237
2013-02-22,2611,680,1237
2013-02-23,2611,680,1237
2013-02-24,2615,681,1239
2013-02-25,2616,681,1240
2013-02-26,2617,681,1240
2013-02-27,2617,681,1240
2013-02-28,2618,681,1240
2013-03-01,2621,681,1241
2013-03-02,2621,681,1241
2013-03-03,2621,681,1241
2013-03-04,2621,681,1241
2013-03-05,2621,681,1241
2013-03-06,2621,681,1241
2013-03-07,2623,681,1242
2013-03-08,2623,681,1242
2013-03-09,2624,681,1243
2013-03-10,2624,681,1243
2013-03-11,2627,683,1244
2013-03-12,2627,683,1244
2013-03-13,2627,685,1246
2013-03-14,2627,685,1246
2013-03-15,2627,685,1246
2013-03-16,2627,685,1246
2013-03-17,2627,687,1247
2013-03-18,2632,690,1250
2013-03-19,2641,690,1254
2013-03-20,2641,690,1254
2013-03-21,2643,694,1254
2013-03-22,2646,696,1255
2013-03-23,2650,698,1257
2013-03-24,2652,699,1261
2013-03-25,2654,699,1261
2013-03-26,2654,699,1261
2013-03-27,2654,699,1261
2013-03-28,2655,701,1263
2013-03-29,2665,704,1269
2013-03-30,2666,705,1269
2013-03-31,2672,705,1273
2013-04-01,2678,710,1275
2013-04-02,2688,712,1280
2013-04-03,2698,713,1283
2013-04-04,2707,714,1290
2013-04-05,2714,718,1292
2013-04-06,2719,724,1296
2013-04-07,2725,727,1301
2013-04-08,2732,729,1302
2013-04-09,2741,732,1309
2013-04-10,2743,733,1312
2013-04-11,2748,739,1313
2013-04-12,2753,739,1315
2013-04-13,2756,743,1316
2013-04-14,2759,746,1321
2013-04-15,2762,748,1322
2013-04-16,2762,748,1322
2013-04-17,2766,748,1324
2013-04-18,2770,748,1326
2013-04-19,2771,748,1327
2013-04-20,2771,748,1327
2013-04-21,2771,748,1327
2013-04-22,2773,753,1328
2013-04-23,2781,755,1332
2013-04-24,2785,758,1333
2013-04-25,2788,760,1338
2013-04-26,2792,764,1344
2013-04-27,2801,766,1348
2013-04-28,2805,767,1351
2013-04-29,2811,768,1353
2013-04-30,2813,771,1356
2013-05-01,2816,771,1361
2013-05-02,2820,772,1365
2013-05-03,2835,773,1369
2013-05-04,2841,773,1371
2013-05-05,2841,774,1374
2013-05-06,2842,774,1375
2013-05-07,2846,777,1378
2013-05-08,2848,778,1381
2013-05-09,2849,779,1383
2013-05-10,2853,780,1385
2013-05-11,2853,780,1385
2013-05-12,2855,783,1389
2013-05-13,2857,784,1394
2013-05-14,2857,784,1394
2013-05-15,2857,784,1394
2013-05-16,2858,785,1395
2013-05-17,2858,785,1395
2013-05-18,2858,785,1395
2013-05-19,2861,786,1398
2013-05-20,2863,789,1398
2013-05-21,2865,789,1401
2013-05-22,2876,789,1404
2013-05-23,2877,794,1406
2013-05-24,2885,797,1407
2013-05-25,2886,798,1410
2013-05-26,2886,798,1410
2013-05-27,2886,798,1410
2013-05-28,2886,798,1410
2013-05-29,2887,805,1412
2013-05-30,2899,809,1414
2013-05-31,2901,811,1416
2013-06-01,2902,814,1416
2013-06-02,2907,815,1417
2013-06-03,2912,817,1419
2013-06-04,2912,820,1421
2013-06-05,2914,823,1423
2013-06-06,2926,824,1424
2013-06-07,2929,827,1428
2013-06-08,2930,828,1429
2013-06-09,2932,828,1429
2013-06-10,2933,829,1429
2013-06-11,2935,831,1433
2013-06-12,2936,832,1434
2013-06-13,2937,832,1434
2013-06-14,2939,832,1438
2013-06-15,2942,834,1439
2013-06-16,2944,834,1439
2013-06-17,2945,836,1439
2013-06-18,2945,836,1441
2013-06-19,2946,839,1443
2013-06-20,2946,839,1443
2013-06-21,2946,839,1443
2013-06-22,2955,839,1445
2013-06-23,2959,840,1448
2013-06-24,2972,841,1449
2013-06-25,2978,841,1455
2013-06-26,2980,841,1457
2013-06-27,2982,842,1459
2013-06-28,2982,842,1459
2013-06-29,2984,842,1461
2013-06-30,2984,842,1461
2013-07-01,2986,843,1464
2013-07-02,2987,844,1464
2013-07-03,2987,846,1465
2013-07-04,2987,846,1466
2013-07-05,2987,846,1466
2013-07-06,2987,846,1466
2013-07-07,2991,846,1469
2013-07-08,2992,846,1469
2013-07-09,2993,847,1469
2013-07-10,2996,848,1470
2013-07-11,2996,848,1470
2013-07-12,2996,848,1470
2013-07-13,2997,848,1474
2013-07-14,3000,848,1475
2013-07-15,3001,849,1476
2013-07-16,3001,849,1476
2013-07-17,3009,849,1477
2013-07-18,3009,849,1477
2013-07-19,3010,849,1479
2013-07-20,3010,849,1479
2013-07-21,3011,849,1480
2013-07-22,3014,850,1481
2013-07-23,3019,851,1486
2013-07-24,3020,854,1489
2013-07-25,3021,856,1490
2013-07-26,3023,856,1490
2013-07-27,3025,857,1490
2013-07-28,3026,857,1490
2013-07-29,3028,857,1492
2013-07-30,3028,857,1492
2013-07-31,3029,858,1495
2013-08-01,3030,859,1495
2013-08-02,3032,859,1498
2013-08-03,3032,859,1498
2013-08-04,3032,859,1498
2013-08-05,3040,860,1499
2013-08-06,3044,860,1501
2013-08-07,3047,860,1502
2013-08-08,3049,861,1504
2013-08-09,3050,862,1505
2013-08-10,3051,862,1506
2013-08-11,3051,862,1506
2013-08-12,3055,862,1507
2013-08-13,3056,863,1507
2013-08-14,3056,863,1507
2013-08-15,3065,863,1513
2013-08-16,3071,863,1515
2013-08-17,3073,863,1517
2013-08-18,3074,863,1518
2013-08-19,3074,865,1520
2013-08-20,3082,865,1525
2013-08-21,3085,865,1529
2013-08-22,3094,865,1531
2013-08-23,3097,867,1531
2013-08-24,3101,868,1536
2013-08-25,3103,870,1540
2013-08-26,3104,871,1540
2013-08-27,3104,871,1540
2013-08-28,3109,871,1546
2013-08-29,3114,872,1549
2013-08-30,3121,875,1553
2013-08-31,3122,875,1555
2013-09-01,3122,875,1555
2013-09-02,3126,875,1555
2013-09-03,3127,875,1555
2013-09-04,3129,878,1560
2013-09-05,3131,878,1562
2013-09-06,3136,878,1562
2013-09-07,3136,878,1562
2013-09-08,3138,878,1564
2013-09-09,3142,879,1565
2013-09-10,3148,880,1566
2013-09-11,3149,880,1569
2013-09-12,3149,880,1569
2013-09-13,3153,883,1570
