name,date,value
commits,2010w51,2
commits,2010w51,1
commits,2010w51,0
commits,2010w51,0
commits,2010w51,0
commits,2010w51,0
commits,2010w51,0
commits,2010w52,0
commits,2010w52,0
commits,2010w52,0
commits,2010w52,0
commits,2010w52,0
commits,2010w52,0
commits,2010w52,0
commits,2011w01,1
commits,2011w01,0
commits,2011w01,1
commits,2011w01,1
commits,2011w01,1
commits,2011w01,0
commits,2011w01,0
commits,2011w02,1
commits,2011w02,0
commits,2011w02,0
commits,2011w02,0
commits,2011w02,1
commits,2011w02,0
commits,2011w02,0
commits,2011w03,0
commits,2011w03,4
commits,2011w03,3
commits,2011w03,9
commits,2011w03,6
commits,2011w03,1
commits,2011w03,1
commits,2011w04,2
commits,2011w04,2
commits,2011w04,0
commits,2011w04,0
commits,2011w04,0
commits,2011w04,0
commits,2011w04,0
commits,2011w05,2
commits,2011w05,1
commits,2011w05,0
commits,2011w05,0
commits,2011w05,0
commits,2011w05,0
commits,2011w05,0
commits,2011w06,0
commits,2011w06,0
commits,2011w06,0
commits,2011w06,0
commits,2011w06,1
commits,2011w06,0
commits,2011w06,0
commits,2011w07,1
commits,2011w07,0
commits,2011w07,2
commits,2011w07,1
commits,2011w07,3
commits,2011w07,0
commits,2011w07,0
commits,2011w08,0
commits,2011w08,0
commits,2011w08,5
commits,2011w08,0
commits,2011w08,5
commits,2011w08,1
commits,2011w08,0
commits,2011w09,1
commits,2011w09,1
commits,2011w09,2
commits,2011w09,1
commits,2011w09,0
commits,2011w09,3
commits,2011w09,0
commits,2011w10,0
commits,2011w10,0
commits,2011w10,2
commits,2011w10,2
commits,2011w10,0
commits,2011w10,0
commits,2011w10,8
commits,2011w11,1
commits,2011w11,0
commits,2011w11,1
commits,2011w11,1
commits,2011w11,0
commits,2011w11,0
commits,2011w11,0
commits,2011w12,0
commits,2011w12,0
commits,2011w12,0
commits,2011w12,0
commits,2011w12,0
commits,2011w12,0
commits,2011w12,0
commits,2011w13,0
commits,2011w13,0
commits,2011w13,1
commits,2011w13,0
commits,2011w13,0
commits,2011w13,0
commits,2011w13,0
commits,2011w14,0
commits,2011w14,1
commits,2011w14,2
commits,2011w14,0
commits,2011w14,0
commits,2011w14,0
commits,2011w14,0
commits,2011w15,0
commits,2011w15,7
commits,2011w15,3
commits,2011w15,1
commits,2011w15,5
commits,2011w15,1
commits,2011w15,0
commits,2011w16,2
commits,2011w16,1
commits,2011w16,5
commits,2011w16,0
commits,2011w16,2
commits,2011w16,2
commits,2011w16,0
commits,2011w17,1
commits,2011w17,0
commits,2011w17,1
commits,2011w17,2
commits,2011w17,0
commits,2011w17,0
commits,2011w17,5
commits,2011w18,0
commits,2011w18,4
commits,2011w18,0
commits,2011w18,3
commits,2011w18,2
commits,2011w18,3
commits,2011w18,2
commits,2011w19,10
commits,2011w19,4
commits,2011w19,2
commits,2011w19,8
commits,2011w19,3
commits,2011w19,9
commits,2011w19,8
commits,2011w20,7
commits,2011w20,4
commits,2011w20,1
commits,2011w20,0
commits,2011w20,0
commits,2011w20,3
commits,2011w20,5
commits,2011w21,0
commits,2011w21,1
commits,2011w21,5
commits,2011w21,8
commits,2011w21,12
commits,2011w21,5
commits,2011w21,1
commits,2011w22,1
commits,2011w22,1
commits,2011w22,10
commits,2011w22,6
commits,2011w22,5
commits,2011w22,3
commits,2011w22,12
commits,2011w23,2
commits,2011w23,2
commits,2011w23,0
commits,2011w23,1
commits,2011w23,6
commits,2011w23,8
commits,2011w23,8
commits,2011w24,6
commits,2011w24,5
commits,2011w24,5
commits,2011w24,1
commits,2011w24,5
commits,2011w24,9
commits,2011w24,2
commits,2011w25,5
commits,2011w25,7
commits,2011w25,1
commits,2011w25,1
commits,2011w25,4
commits,2011w25,6
commits,2011w25,8
commits,2011w26,4
commits,2011w26,4
commits,2011w26,4
commits,2011w26,10
commits,2011w26,10
commits,2011w26,11
commits,2011w26,6
commits,2011w27,4
commits,2011w27,7
commits,2011w27,3
commits,2011w27,15
commits,2011w27,9
commits,2011w27,9
commits,2011w27,1
commits,2011w28,5
commits,2011w28,1
commits,2011w28,24
commits,2011w28,13
commits,2011w28,9
commits,2011w28,6
commits,2011w28,9
commits,2011w29,10
commits,2011w29,0
commits,2011w29,0
commits,2011w29,1
commits,2011w29,5
commits,2011w29,0
commits,2011w29,9
commits,2011w30,4
commits,2011w30,13
commits,2011w30,5
commits,2011w30,0
commits,2011w30,4
commits,2011w30,6
commits,2011w30,5
commits,2011w31,2
commits,2011w31,3
commits,2011w31,7
commits,2011w31,4
commits,2011w31,3
commits,2011w31,2
commits,2011w31,5
commits,2011w32,11
commits,2011w32,2
commits,2011w32,0
commits,2011w32,10
commits,2011w32,1
commits,2011w32,0
commits,2011w32,0
commits,2011w33,0
commits,2011w33,5
commits,2011w33,2
commits,2011w33,0
commits,2011w33,6
commits,2011w33,0
commits,2011w33,1
commits,2011w34,1
commits,2011w34,5
commits,2011w34,1
commits,2011w34,1
commits,2011w34,1
commits,2011w34,0
commits,2011w34,1
commits,2011w35,0
commits,2011w35,0
commits,2011w35,9
commits,2011w35,8
commits,2011w35,12
commits,2011w35,5
commits,2011w35,0
commits,2011w36,1
commits,2011w36,13
commits,2011w36,6
commits,2011w36,1
commits,2011w36,4
commits,2011w36,0
commits,2011w36,7
commits,2011w37,0
commits,2011w37,1
commits,2011w37,2
commits,2011w37,0
commits,2011w37,1
commits,2011w37,1
commits,2011w37,3
commits,2011w38,2
commits,2011w38,0
commits,2011w38,4
commits,2011w38,8
commits,2011w38,3
commits,2011w38,2
commits,2011w38,0
commits,2011w39,11
commits,2011w39,13
commits,2011w39,4
commits,2011w39,5
commits,2011w39,3
commits,2011w39,5
commits,2011w39,2
commits,2011w40,4
commits,2011w40,5
commits,2011w40,11
commits,2011w40,4
commits,2011w40,2
commits,2011w40,2
commits,2011w40,13
commits,2011w41,7
commits,2011w41,1
commits,2011w41,0
commits,2011w41,0
commits,2011w41,1
commits,2011w41,1
commits,2011w41,0
commits,2011w42,0
commits,2011w42,1
commits,2011w42,0
commits,2011w42,0
commits,2011w42,0
commits,2011w42,0
commits,2011w42,3
commits,2011w43,3
commits,2011w43,17
commits,2011w43,0
commits,2011w43,0
commits,2011w43,0
commits,2011w43,1
commits,2011w43,0
commits,2011w44,0
commits,2011w44,5
commits,2011w44,2
commits,2011w44,3
commits,2011w44,4
commits,2011w44,0
commits,2011w44,2
commits,2011w45,2
commits,2011w45,7
commits,2011w45,2
commits,2011w45,7
commits,2011w45,2
commits,2011w45,1
commits,2011w45,4
commits,2011w46,3
commits,2011w46,7
commits,2011w46,0
commits,2011w46,2
commits,2011w46,0
commits,2011w46,0
commits,2011w46,4
commits,2011w47,12
commits,2011w47,0
commits,2011w47,0
commits,2011w47,2
commits,2011w47,0
commits,2011w47,3
commits,2011w47,1
commits,2011w48,0
commits,2011w48,0
commits,2011w48,0
commits,2011w48,7
commits,2011w48,3
