date,commits,pull requests,issues
2013-10-26,3347,1677,927
2013-10-27,3355,1679,930
2013-10-28,3368,1686,933
2013-10-29,3371,1687,936
2013-10-30,3376,1691,937
2013-10-31,3380,1691,937
2013-11-01,3383,1693,938
2013-11-02,3385,1694,938
2013-11-03,3386,1694,939
2013-11-04,3396,1697,940
2013-11-05,3402,1701,945
2013-11-06,3403,1703,948
2013-11-07,3405,1703,954
2013-11-08,3409,1705,955
2013-11-09,3411,1705,958
2013-11-10,3415,1706,959
2013-11-11,3436,1712,961
2013-11-12,3441,1715,961
2013-11-13,3448,1718,963
2013-11-14,3453,1724,966
2013-11-15,3457,1732,966
2013-11-16,3459,1735,969
2013-11-17,3463,1739,970
2013-11-18,3472,1742,971
2013-11-19,3475,1743,972
2013-11-20,3477,1748,978
2013-11-21,3482,1753,979
2013-11-22,3487,1758,983
2013-11-23,3487,1758,983
2013-11-24,3490,1758,984
2013-11-25,3491,1758,986
2013-11-26,3492,1760,987
2013-11-27,3497,1763,987
2013-11-28,3507,1767,990
2013-11-29,3510,1769,992
2013-11-30,3515,1769,994
2013-12-01,3516,1771,996
2013-12-02,3523,1776,997
2013-12-03,3529,1781,999
2013-12-04,3543,1786,999
2013-12-05,3545,1787,1001
2013-12-06,3550,1787,1003
2013-12-07,3551,1788,1004
2013-12-08,3556,1791,1005
2013-12-09,3565,1794,1007
2013-12-10,3573,1802,1010
2013-12-11,3579,1806,1011
2013-12-12,3582,1811,1016
2013-12-13,3598,1817,1018
2013-12-14,3601,1819,1018
2013-12-15,3605,1824,1019
2013-12-16,3616,1830,1020
2013-12-17,3622,1831,1020
2013-12-18,3627,1835,1023
2013-12-19,3632,1835,1025
2013-12-20,3642,1841,1025
2013-12-21,3643,1841,1025
2013-12-22,3643,1841,1025
2013-12-23,3645,1842,1026
2013-12-24,3647,1845,1027
2013-12-25,3649,1846,1027
2013-12-26,3649,1846,1027
2013-12-27,3649,1846,1027
2013-12-28,3650,1848,1028
2013-12-29,3651,1852,1029
2013-12-30,3651,1852,1029
2013-12-31,3651,1852,1029
2014-01-01,3651,1852,1029
2014-01-02,3652,1854,1030
2014-01-03,3653,1854,1033
2014-01-04,3654,1855,1033
2014-01-05,3656,1856,1034
2014-01-06,3667,1858,1034
2014-01-07,3668,1860,1035
2014-01-08,3670,1860,1037
2014-01-09,3672,1864,1039
2014-01-10,3692,1868,1040
2014-01-11,3705,1875,1041
2014-01-12,3709,1877,1042
2014-01-13,3719,1885,1048
2014-01-14,3733,1888,1051
2014-01-15,3737,1890,1052
2014-01-16,3747,1893,1052
2014-01-17,3749,1895,1054
2014-01-18,3768,1896,1054
2014-01-19,3773,1897,1055
2014-01-20,3774,1898,1057
2014-01-21,3786,1900,1060
2014-01-22,3794,1904,1062
2014-01-23,3802,1908,1063
2014-01-24,3807,1910,1064
2014-01-25,3807,1910,1064
2014-01-26,3807,1910,1064
2014-01-27,3815,1913,1064
2014-01-28,3820,1915,1065
2014-01-29,3838,1916,1066
2014-01-30,3845,1920,1066
2014-01-31,3848,1922,1068
2014-02-01,3848,1922,1068
2014-02-02,3850,1924,1072
2014-02-03,3854,1927,1072
2014-02-04,3855,1930,1074
2014-02-05,3858,1932,1078
2014-02-06,3862,1933,1078
2014-02-07,3866,1936,1081
2014-02-08,3873,1939,1081
2014-02-09,3877,1940,1081
2014-02-10,3885,1941,1082
2014-02-11,3890,1944,1084
2014-02-12,3891,1949,1085
2014-02-13,3898,1954,1087
2014-02-14,3903,1956,1090
2014-02-15,3904,1958,1092
2014-02-16,3908,1965,1093
2014-02-17,3920,1971,1094
2014-02-18,3924,1980,1096
2014-02-19,3927,1982,1096
2014-02-20,3930,1982,1098
2014-02-21,3932,1992,1102
2014-02-22,3937,1996,1102
2014-02-23,3941,1996,1104
2014-02-24,3946,1999,1104
2014-02-25,3951,2007,1105
2014-02-26,3961,2013,1106
2014-02-27,3968,2021,1110
2014-02-28,3981,2024,1112
2014-03-01,3985,2026,1115
2014-03-02,3985,2026,1115
2014-03-03,3987,2029,1122
2014-03-04,3991,2034,1124
2014-03-05,3999,2040,1128
2014-03-06,4001,2041,1129
2014-03-07,4006,2047,1131
2014-03-08,4008,2053,1134
2014-03-09,4008,2053,1134
2014-03-10,4026,2060,1136
2014-03-11,4033,2067,1139
2014-03-12,4037,2070,1144
2014-03-13,4041,2073,1145
2014-03-14,4046,2079,1150
2014-03-15,4053,2084,1151
2014-03-16,4056,2090,1154
2014-03-17,4058,2090,1155
2014-03-18,4064,2094,1156
2014-03-19,4066,2095,1165
2014-03-20,4074,2098,1171
2014-03-21,4087,2108,1175
2014-03-22,4091,2116,1176
2014-03-23,4092,2117,1179
2014-03-24,4095,2120,1182
2014-03-25,4099,2125,1186
2014-03-26,4104,2127,1187
2014-03-27,4110,2128,1190
2014-03-28,4113,2134,1193
2014-03-29,4118,2135,1195
2014-03-30,4121,2137,1196
2014-03-31,4138,2142,1196
2014-04-01,4144,2144,1198
2014-04-02,4149,2148,1200
2014-04-03,4153,2149,1201
2014-04-04,4155,2149,1202
2014-04-05,4157,2151,1206
2014-04-06,4159,2153,1208
2014-04-07,4164,2159,1209
2014-04-08,4173,2162,1212
2014-04-09,4183,2170,1215
2014-04-10,4184,2174,1215
2014-04-11,4193,2174,1215
2014-04-12,4196,2176,1216
2014-04-13,4196,2176,1216
2014-04-14,4198,2178,1217
2014-04-15,4198,2179,1220
2014-04-16,4202,2179,1225
2014-04-17,4204,2179,1225
2014-04-18,4206,2180,1226
2014-04-19,4209,2182,1231
2014-04-20,4209,2182,1231
2014-04-21,4209,2182,1231
2014-04-22,4221,2183,1236
2014-04-23,4226,2184,1236
2014-04-24,4231,2187,1239
2014-04-25,4233,2189,1240
2014-04-26,4233,2189,1240
2014-04-27,4237,2190,1241
2014-04-28,4238,2193,1242
2014-04-29,4239,2195,1242
2014-04-30,4244,2197,1245
2014-05-01,4254,2200,1245
2014-05-02,4267,2206,1246
2014-05-03,4267,2206,1246
2014-05-04,4268,2206,1247
2014-05-05,4271,2211,1250
2014-05-06,4277,2214,1255
2014-05-07,4279,2221,1257
2014-05-08,4287,2223,1259
2014-05-09,4317,2229,1264
2014-05-10,4318,2231,1265
2014-05-11,4319,2234,1267
2014-05-12,4331,2237,1269
2014-05-13,4346,2240,1269
2014-05-14,4346,2240,1269
2014-05-15,4347,2243,1270
2014-05-16,4347,2243,1270
2014-05-17,4348,2244,1271
2014-05-18,4348,2244,1271
2014-05-19,4351,2245,1272
2014-05-20,4363,2252,1272
2014-05-21,4368,2254,1273
2014-05-22,4370,2259,1274
2014-05-23,4381,2265,1279
2014-05-24,4384,2268,1279
2014-05-25,4387,2269,1279
2014-05-26,4387,2269,1279
2014-05-27,4389,2270,1281
2014-05-28,4392,2274,1281
2014-05-29,4402,2279,1287
2014-05-30,4408,2286,1288
2014-05-31,4408,2286,1291
2014-06-01,4412,2286,1292
2014-06-02,4421,2291,1295
2014-06-03,4429,2296,1295
2014-06-04,4448,2303,1295
2014-06-05,4462,2307,1295
2014-06-06,4471,2311,1296
2014-06-07,4474,2315,1296
2014-06-08,4477,2320,1296
2014-06-09,4485,2322,1297
2014-06-10,4488,2326,1299
2014-06-11,4503,2333,1301
2014-06-12,4511,2337,1301
2014-06-13,4511,2337,1301
2014-06-14,4512,2338,1302
2014-06-15,4515,2338,1305
2014-06-16,4525,2344,1309
2014-06-17,4530,2347,1313
2014-06-18,4533,2351,1315
2014-06-19,4537,2353,1317
2014-06-20,4539,2355,1319
2014-06-21,4559,2361,1324
2014-06-22,4561,2364,1325
2014-06-23,4578,2369,1325
2014-06-24,4582,2378,1327
2014-06-25,4594,2383,1328
2014-06-26,4602,2388,1330
2014-06-27,4616,2393,1332
2014-06-28,4631,2396,1334
2014-06-29,4637,2399,1336
2014-06-30,4644,2400,1337
2014-07-01,4657,2403,1337
2014-07-02,4668,2408,1338
2014-07-03,4676,2410,1339
2014-07-04,4682,2411,1339
2014-07-05,4684,2415,1340
2014-07-06,4688,2418,1343
2014-07-07,4717,2422,1345
2014-07-08,4725,2430,1346
2014-07-09,4737,2435,1350
2014-07-10,4740,2441,1351
2014-07-11,4748,2441,1352
2014-07-12,4753,2445,1355
2014-07-13,4758,2449,1357
2014-07-14,4771,2454,1357
2014-07-15,4782,2461,1360
2014-07-16,4786,2467,1362
2014-07-17,4793,2468,1364
2014-07-18,4813,2475,1364
2014-07-19,4813,2475,1364
2014-07-20,4816,2476,1365
2014-07-21,4827,2479,1366
2014-07-22,4830,2481,1368
2014-07-23,4836,2483,1370
2014-07-24,4842,2486,1373
2014-07-25,4845,2488,1373
2014-07-26,4846,2491,1373
2014-07-27,4846,2491,1373
2014-07-28,4855,2494,1374
2014-07-29,4861,2497,1375
2014-07-30,4870,2499,1377
2014-07-31,4879,2504,1378
2014-08-01,4881,2507,1378
2014-08-02,4881,2509,1380
2014-08-03,4886,2510,1381
2014-08-04,4896,2515,1383
2014-08-05,4897,2519,1385
2014-08-06,4912,2523,1387
2014-08-07,4917,2531,1387
2014-08-08,4927,2537,1389
2014-08-09,4928,2538,1389
2014-08-10,4929,2542,1390
2014-08-11,4942,2546,1393
2014-08-12,4952,2552,1394
2014-08-13,4956,2561,1395
2014-08-14,4959,2564,1395
2014-08-15,4963,2568,1397
2014-08-16,4969,2571,1398
2014-08-17,4974,2577,1398
2014-08-18,4986,2583,1400
2014-08-19,4993,2589,1400
2014-08-20,4999,2595,1401
2014-08-21,5005,2598,1404
2014-08-22,5007,2599,1405
2014-08-23,5015,2603,1406
2014-08-24,5019,2605,1409
2014-08-25,5025,2606,1409
2014-08-26,5049,2610,1409
2014-08-27,5058,2614,1410
2014-08-28,5061,2621,1412
2014-08-29,5066,2623,1412
2014-08-30,5072,2629,1415
2014-08-31,5077,2636,1416
2014-09-01,5087,2638,1418
2014-09-02,5093,2649,1420
2014-09-03,5099,2661,1421
2014-09-04,5112,2665,1424
2014-09-05,5119,2671,1427
2014-09-06,5123,2672,1428
2014-09-07,5124,2674,1429
2014-09-08,5144,2683,1433
2014-09-09,5150,2689,1436
2014-09-10,5164,2693,1440
2014-09-11,5167,2695,1442
2014-09-12,5175,2697,1446
2014-09-13,5175,2697,1446
2014-09-14,5178,2700,1448
2014-09-15,5185,2707,1453
2014-09-16,5204,2712,1453
2014-09-17,5208,2713,1454
2014-09-18,5218,2720,1455
2014-09-19,5222,2722,1457
2014-09-20,5227,2727,1458
2014-09-21,5230,2727,1458
2014-09-22,5242,2734,1458
2014-09-23,5255,2741,1458
2014-09-24,5259,2744,1461
2014-09-25,5288,2754,1461
2014-09-26,5294,2754,1461
2014-09-27,5298,2759,1462
2014-09-28,5299,2762,1465
2014-09-29,5310,2765,1466
2014-09-30,5319,2774,1467
2014-10-01,5335,2779,1468
2014-10-02,5364,2785,1471
2014-10-03,5372,2788,1472
2014-10-04,5374,2788,1472
2014-10-05,5374,2788,1472
2014-10-06,5382,2792,1473
2014-10-07,5391,2797,1473
2014-10-08,5399,2798,1475
2014-10-09,5403,2799,1476
2014-10-10,5414,2805,1477
2014-10-11,5417,2805,1477
2014-10-12,5417,2805,1477
2014-10-13,5421,2810,1478
2014-10-14,5436,2813,1478
2014-10-15,5444,2813,1478
2014-10-16,5449,2818,1479
2014-10-17,5459,2820,1480
2014-10-18,5459,2820,1480
2014-10-19,5459,2820,1480
2014-10-20,5463,2826,1480
2014-10-21,5475,2832,1481
2014-10-22,5482,2835,1482
2014-10-23,5487,2839,1486
2014-10-24,5501,2845,1490
2014-10-25,5513,2848,1490
2014-10-26,5513,2848,1490
2014-10-27,5530,2849,1491
2014-10-28,5540,2857,1493
2014-10-29,5546,2865,1495
2014-10-30,5561,2870,1498
2014-10-31,5579,2873,1498
2014-11-01,5580,2877,1499
2014-11-02,5580,2877,1499
2014-11-03,5589,2880,1500
2014-11-04,5599,2887,1501
2014-11-05,5607,2896,1501
2014-11-06,5615,2906,1501
2014-11-07,5624,2913,1502
2014-11-08,5627,2920,1503
2014-11-09,5627,2920,1503
2014-11-10,5635,2925,1504
2014-11-11,5635,2926,1505
2014-11-12,5640,2930,1508
2014-11-13,5648,2936,1510
2014-11-14,5653,2940,1512
2014-11-15,5653,2940,1512
2014-11-16,5660,2944,1512
2014-11-17,5675,2949,1513
2014-11-18,5698,2954,1516
2014-11-19,5716,2960,1519
2014-11-20,5757,2970,1521
2014-11-21,5767,2975,1527
2014-11-22,5771,2979,1527
2014-11-23,5777,2982,1530
2014-11-24,5790,2984,1530
2014-11-25,5804,2993,1531
2014-11-26,5830,2996,1539
2014-11-27,5836,3000,1539
2014-11-28,5842,3005,1539
2014-11-29,5843,3007,1539
2014-11-30,5844,3009,1540
2014-12-01,5854,3013,1540
2014-12-02,5865,3019,1541
2014-12-03,5873,3025,1542
2014-12-04,5881,3028,1544
2014-12-05,5892,3031,1545
2014-12-06,5898,3034,1545
2014-12-07,5900,3039,1545
2014-12-08,5909,3042,1546
2014-12-09,5918,3047,1547
2014-12-10,5920,3047,1548
2014-12-11,5934,3053,1550
2014-12-12,5942,3056,1550
2014-12-13,5943,3061,1551
2014-12-14,5944,3061,1551
2014-12-15,5948,3066,1551
2014-12-16,5966,3076,1551
2014-12-17,5972,3083,1553
2014-12-18,5973,3086,1553
2014-12-19,5988,3093,1553
2014-12-20,5993,3098,1553
2014-12-21,5995,3103,1553
2014-12-22,5999,3104,1554
2014-12-23,6010,3109,1554
2014-12-24,6012,3110,1555
2014-12-25,6013,3112,1556
2014-12-26,6016,3113,1556
2014-12-27,6031,3118,1558
2014-12-28,6032,3122,1560
2014-12-29,6042,3127,1562
2014-12-30,6050,3130,1567
2014-12-31,6059,3134,1568
2015-01-01,6060,3137,1569
2015-01-02,6076,3138,1569
2015-01-03,6079,3139,1569
2015-01-04,6085,3141,1570
2015-01-05,6104,3142,1571
2015-01-06,6112,3146,1573
2015-01-07,6123,3150,1573
2015-01-08,6133,3154,1574
2015-01-09,6135,3158,1579
2015-01-10,6139,3161,1581
2015-01-11,6140,3163,1583
2015-01-12,6148,3168,1586
2015-01-13,6151,3169,1587
2015-01-14,6164,3172,1592
2015-01-15,6165,3176,1596
2015-01-16,6173,3179,1597
2015-01-17,6176,3179,1597
2015-01-18,6176,3179,1597
2015-01-19,6179,3181,1599
2015-01-20,6189,3184,1601
2015-01-21,6192,3185,1601
2015-01-22,6192,3185,1601
2015-01-23,6194,3192,1603
2015-01-24,6195,3194,1604
2015-01-25,6197,3197,1604
2015-01-26,6205,3199,1605
2015-01-27,6205,3199,1605
2015-01-28,6207,3201,1605
2015-01-29,6213,3201,1606
2015-01-30,6214,3202,1608
2015-01-31,6228,3207,1609
2015-02-01,6233,3208,1609
2015-02-02,6235,3210,1611
2015-02-03,6246,3212,1614
2015-02-04,6258,3219,1616
2015-02-05,6260,3220,1617
2015-02-06,6263,3221,1618
2015-02-07,6263,3221,1618
2015-02-08,6264,3225,1618
2015-02-09,6268,3228,1620
2015-02-10,6270,3231,1623
2015-02-11,6271,3231,1624
2015-02-12,6271,3231,1624
2015-02-13,6272,3231,1625
2015-02-14,6273,3232,1626
2015-02-15,6274,3232,1627
2015-02-16,6276,3232,1628
2015-02-17,6277,3233,1631
2015-02-18,6278,3235,1632
2015-02-19,6278,3235,1634
2015-02-20,6279,3238,1635
2015-02-21,6281,3242,1636
2015-02-22,6281,3242,1636
2015-02-23,6285,3244,1637
2015-02-24,6288,3247,1639
2015-02-25,6291,3249,1641
2015-02-26,6299,3254,1641
2015-02-27,6299,3254,1641
2015-02-28,6299,3254,1641
2015-03-01,6300,3255,1642
2015-03-02,6301,3256,1643
2015-03-03,6307,3259,1645
2015-03-04,6307,3259,1645
2015-03-05,6310,3261,1646
2015-03-06,6331,3266,1647
2015-03-07,6332,3267,1650
2015-03-08,6332,3267,1650
2015-03-09,6341,3269,1650
2015-03-10,6342,3270,1652
2015-03-11,6349,3273,1653
2015-03-12,6358,3277,1654
2015-03-13,6364,3282,1656
2015-03-14,6364,3282,1656
2015-03-15,6364,3282,1656
2015-03-16,6368,3284,1661
2015-03-17,6372,3289,1664
2015-03-18,6373,3293,1665
2015-03-19,6373,3293,1665
2015-03-20,6377,3293,1665
2015-03-21,6380,3296,1666
2015-03-22,6382,3300,1667
2015-03-23,6382,3300,1667
2015-03-24,6401,3303,1667
2015-03-25,6403,3304,1668
2015-03-26,6408,3307,1668
2015-03-27,6413,3312,1668
2015-03-28,6413,3312,1668
2015-03-29,6416,3313,1668
2015-03-30,6419,3313,1669
2015-03-31,6419,3313,1669
2015-04-01,6431,3316,1669
2015-04-02,6432,3320,1670
2015-04-03,6434,3324,1670
2015-04-04,6435,3326,1670
2015-04-05,6435,3326,1670
2015-04-06,6436,3328,1671
2015-04-07,6438,3330,1672
2015-04-08,6444,3331,1675
2015-04-09,6446,3335,1675
2015-04-10,6449,3345,1676
2015-04-11,6449,3345,1676
2015-04-12,6454,3346,1677
2015-04-13,6458,3349,1677
2015-04-14,6461,3352,1678
2015-04-15,6468,3353,1681
2015-04-16,6471,3357,1681
2015-04-17,6472,3358,1682
2015-04-18,6472,3358,1682
2015-04-19,6474,3361,1683
2015-04-20,6497,3367,1684
2015-04-21,6501,3369,1687
2015-04-22,6505,3375,1688
2015-04-23,6510,3377,1688
2015-04-24,6519,3380,1689
2015-04-25,6520,3386,1689
2015-04-26,6522,3387,1691
2015-04-27,6523,3388,1693
2015-04-28,6538,3393,1694
2015-04-29,6550,3397,1696
2015-04-30,6560,3400,1696
2015-05-01,6570,3402,1699
2015-05-02,6573,3405,1700
2015-05-03,6574,3406,1702
2015-05-04,6588,3410,1702
2015-05-05,6594,3412,1703
2015-05-06,6602,3415,1706
2015-05-07,6605,3416,1707
2015-05-08,6606,3418,1708
2015-05-09,6609,3418,1709
2015-05-10,6611,3418,1709
2015-05-11,6614,3419,1709
2015-05-12,6628,3424,1709
2015-05-13,6635,3431,1710
2015-05-14,6654,3436,1711
2015-05-15,6667,3440,1712
2015-05-16,6672,3443,1713
2015-05-17,6672,3443,1713
2015-05-18,6686,3448,1713
2015-05-19,6693,3453,1714
2015-05-20,6699,3455,1715
2015-05-21,6702,3458,1716
2015-05-22,6706,3462,1717
2015-05-23,6707,3464,1719
2015-05-24,6709,3464,1720
2015-05-25,6709,3464,1720
2015-05-26,6719,3467,1721
2015-05-27,6735,3471,1723
2015-05-28,6739,3473,1724
2015-05-29,6741,3473,1724
2015-05-30,6741,3473,1724
2015-05-31,6742,3477,1724
2015-06-01,6751,3483,1725
2015-06-02,6760,3488,1725
2015-06-03,6769,3493,1726
2015-06-04,6788,3502,1726
2015-06-05,6794,3505,1726
2015-06-06,6801,3507,1727
2015-06-07,6802,3510,1727
2015-06-08,6805,3515,1730
2015-06-09,6811,3520,1731
2015-06-10,6823,3524,1733
2015-06-11,6832,3524,1734
2015-06-12,6837,3528,1736
2015-06-13,6838,3530,1736
2015-06-14,6839,3531,1736
2015-06-15,6847,3534,1736
2015-06-16,6856,3539,1741
2015-06-17,6870,3541,1742
2015-06-18,6875,3544,1743
2015-06-19,6884,3550,1745
2015-06-20,6886,3553,1746
2015-06-21,6888,3556,1746
2015-06-22,6896,3558,1748
2015-06-23,6898,3561,1750
2015-06-24,6899,3569,1753
2015-06-25,6906,3569,1753
2015-06-26,6910,3573,1753
2015-06-27,6910,3573,1753
2015-06-28,6910,3573,1753
2015-06-29,6911,3577,1753
2015-06-30,6920,3579,1754
2015-07-01,6926,3581,1755
2015-07-02,6941,3585,1756
2015-07-03,6951,3591,1757
2015-07-04,6951,3591,1757
2015-07-05,6952,3591,1757
2015-07-06,6956,3597,1757
2015-07-07,6959,3601,1763
2015-07-08,6962,3606,1764
2015-07-09,6964,3612,1767
2015-07-10,6979,3616,1767
2015-07-11,6982,3622,1767
2015-07-12,6984,3623,1769
2015-07-13,6989,3625,1771
2015-07-14,6994,3630,1775
2015-07-15,7005,3634,1777
2015-07-16,7006,3639,1777
2015-07-17,7011,3642,1778
2015-07-18,7016,3643,1780
2015-07-19,7017,3643,1781
2015-07-20,7033,3643,1781
2015-07-21,7036,3643,1782
2015-07-22,7040,3646,1785
2015-07-23,7046,3648,1785
2015-07-24,7051,3650,1786
2015-07-25,7052,3650,1787
2015-07-26,7052,3650,1787
2015-07-27,7070,3653,1788
2015-07-28,7077,3657,1789
2015-07-29,7081,3657,1792
2015-07-30,7082,3658,1794
2015-07-31,7087,3661,1796
2015-08-01,7089,3664,1797
2015-08-02,7089,3664,1797
2015-08-03,7101,3667,1799
2015-08-04,7105,3670,1803
2015-08-05,7113,3673,1806
2015-08-06,7119,3677,1809
2015-08-07,7126,3680,1810
2015-08-08,7129,3681,1813
2015-08-09,7129,3681,1813
2015-08-10,7138,3683,1815
2015-08-11,7147,3688,1817
2015-08-12,7149,3689,1817
2015-08-13,7150,3690,1819
2015-08-14,7153,3692,1820
2015-08-15,7153,3692,1821
2015-08-16,7153,3692,1821
2015-08-17,7159,3696,1822
2015-08-18,7161,3699,1824
2015-08-19,7168,3699,1827
2015-08-20,7173,3701,1828
2015-08-21,7175,3703,1828
2015-08-22,7186,3703,1829
2015-08-23,7187,3704,1830
2015-08-24,7189,3705,1833
2015-08-25,7195,3708,1833
2015-08-26,7198,3709,1833
2015-08-27,7198,3709,1833
2015-08-28,7198,3709,1833
2015-08-29,7200,3711,1834
2015-08-30,7200,3711,1834
2015-08-31,7203,3715,1839
2015-09-01,7204,3717,1843
2015-09-02,7219,3724,1845
2015-09-03,7235,3728,1848
2015-09-04,7246,3733,1849
2015-09-05,7246,3733,1849
2015-09-06,7248,3736,1849
2015-09-07,7252,3743,1849
2015-09-08,7261,3745,1850
2015-09-09,7261,3745,1850
2015-09-10,7261,3745,1850
2015-09-11,7261,3745,1850
2015-09-12,7264,3748,1851
2015-09-13,7266,3750,1851
2015-09-14,7267,3752,1852
2015-09-15,7268,3753,1854
2015-09-16,7287,3755,1859
2015-09-17,7293,3760,1859
2015-09-18,7300,3766,1860
2015-09-19,7302,3766,1863
2015-09-20,7303,3768,1865
2015-09-21,7311,3771,1865
2015-09-22,7320,3772,1867
2015-09-23,7331,3774,1868
2015-09-24,7336,3778,1870
2015-09-25,7342,3781,1870
2015-09-26,7345,3782,1871
2015-09-27,7346,3784,1872
2015-09-28,7352,3788,1873
2015-09-29,7362,3790,1874
2015-09-30,7371,3793,1875
2015-10-01,7398,3795,1875
2015-10-02,7400,3799,1877
2015-10-03,7401,3799,1878
2015-10-04,7402,3799,1882
2015-10-05,7411,3804,1883
2015-10-06,7424,3810,1886
2015-10-07,7426,3811,1888
2015-10-08,7432,3816,1890
2015-10-09,7450,3825,1892
2015-10-10,7453,3829,1893
2015-10-11,7457,3832,1893
2015-10-12,7459,3835,1895
2015-10-13,7480,3843,1897
2015-10-14,7484,3850,1899
2015-10-15,7491,3853,1901
2015-10-16,7492,3855,1903
2015-10-17,7494,3858,1903
2015-10-18,7496,3862,1905
2015-10-19,7504,3869,1906
2015-10-20,7517,3871,1907
2015-10-21,7520,3876,1908
2015-10-22,7526,3879,1909
2015-10-23,7550,3889,1911
2015-10-24,7550,3889,1911
2015-10-25,7552,3891,1911
2015-10-26,7567,3892,1911
2015-10-27,7571,3895,1911
2015-10-28,7585,3898,1912
2015-10-29,7593,3903,1914
2015-10-30,7596,3908,1914
2015-10-31,7599,3910,1916
2015-11-01,7603,3912,1916
2015-11-02,7607,3913,1917
2015-11-03,7616,3918,1917
2015-11-04,7632,3925,1919
2015-11-05,7640,3930,1922
2015-11-06,7642,3934,1926
2015-11-07,7642,3934,1926
2015-11-08,7643,3935,1926
2015-11-09,7653,3940,1930
2015-11-10,7674,3945,1930
2015-11-11,7692,3953,1931
2015-11-12,7709,3958,1933
2015-11-13,7730,3966,1938
2015-11-14,7745,3968,1941
2015-11-15,7746,3970,1941
2015-11-16,7767,3977,1945
2015-11-17,7779,3986,1949
2015-11-18,7789,3994,1951
2015-11-19,7803,4001,1951
2015-11-20,7814,4009,1951
2015-11-21,7820,4010,1952
2015-11-22,7824,4013,1953
2015-11-23,7827,4018,1955
2015-11-24,7842,4023,1957
2015-11-25,7848,4027,1959
2015-11-26,7852,4034,1961
2015-11-27,7872,4041,1966
2015-11-28,7885,4045,1967
2015-11-29,7892,4046,1968
2015-11-30,7935,4051,1968
2015-12-01,7970,4062,1970
2015-12-02,8001,4069,1970
2015-12-03,8008,4073,1974
2015-12-04,8012,4078,1975
2015-12-05,8015,4078,1977
2015-12-06,8016,4079,1978
2015-12-07,8023,4084,1980
2015-12-08,8028,4086,1980
2015-12-09,8032,4091,1983
2015-12-10,8035,4092,1984
2015-12-11,8040,4092,1985
2015-12-12,8043,4094,1985
2015-12-13,8045,4096,1987
2015-12-14,8059,4102,1990
2015-12-15,8061,4104,1991
2015-12-16,8063,4109,1991
2015-12-17,8065,4112,1992
2015-12-18,8070,4115,1994
2015-12-19,8071,4115,1996
2015-12-20,8072,4116,1997
2015-12-21,8073,4119,2001
2015-12-22,8086,4119,2003
2015-12-23,8087,4119,2006
2015-12-24,8088,4120,2006
2015-12-25,8089,4123,2007
2015-12-26,8092,4126,2008
2015-12-27,8092,4126,2008
2015-12-28,8092,4126,2008
2015-12-29,8093,4127,2008
2015-12-30,8095,4130,2009
2015-12-31,8095,4130,2009
2016-01-01,8095,4130,2009
2016-01-02,8098,4131,2010
2016-01-03,8101,4133,2014
2016-01-04,8114,4141,2017
2016-01-05,8130,4145,2021
2016-01-06,8134,4146,2023
2016-01-07,8146,4152,2023
2016-01-08,8152,4158,2026
2016-01-09,8158,4160,2026
2016-01-10,8159,4161,2027
2016-01-11,8160,4162,2027
2016-01-12,8161,4163,2029
2016-01-13,8174,4170,2030
2016-01-14,8177,4174,2033
2016-01-15,8183,4179,2034
2016-01-16,8185,4179,2036
2016-01-17,8188,4182,2040
2016-01-18,8206,4190,2042
2016-01-19,8211,4192,2044
2016-01-20,8219,4195,2045
2016-01-21,8220,4198,2045
2016-01-22,8223,4203,2049
2016-01-23,8225,4206,2051
2016-01-24,8225,4206,2051
2016-01-25,8227,4209,2053
2016-01-26,8229,4210,2055
2016-01-27,8237,4215,2058
2016-01-28,8245,4220,2062
2016-01-29,8247,4223,2063
2016-01-30,8249,4223,2063
2016-01-31,8252,4225,2066
2016-02-01,8261,4228,2072
2016-02-02,8263,4230,2072
2016-02-03,8270,4234,2074
2016-02-04,8273,4236,2075
2016-02-05,8273,4236,2075
2016-02-06,8273,4236,2075
2016-02-07,8274,4238,2076
2016-02-08,8277,4242,2079
2016-02-09,8284,4247,2082
2016-02-10,8290,4252,2088
2016-02-11,8296,4261,2094
2016-02-12,8302,4266,2095
2016-02-13,8303,4268,2096
2016-02-14,8305,4270,2096
2016-02-15,8307,4272,2097
2016-02-16,8309,4277,2099
2016-02-17,8309,4277,2099
2016-02-18,8312,4280,2100
2016-02-19,8312,4280,2100
2016-02-20,8312,4280,2100
2016-02-21,8312,4280,2100
2016-02-22,8312,4280,2100
2016-02-23,8314,4281,2103
2016-02-24,8318,4288,2106
2016-02-25,8318,4288,2106
2016-02-26,8323,4295,2107
2016-02-27,8328,4300,2108
2016-02-28,8328,4300,2108
2016-02-29,8329,4304,2108
2016-03-01,8334,4306,2110
2016-03-02,8335,4307,2112
2016-03-03,8337,4310,2115
2016-03-04,8337,4310,2115
2016-03-05,8338,4310,2115
2016-03-06,8338,4310,2115
2016-03-07,8338,4310,2115
2016-03-08,8341,4317,2115
2016-03-09,8345,4322,2117
2016-03-10,8346,4324,2117
2016-03-11,8350,4326,2117
2016-03-12,8352,4327,2118
2016-03-13,8352,4327,2118
2016-03-14,8368,4336,2122
2016-03-15,8373,4339,2123
2016-03-16,8376,4341,2123
2016-03-17,8380,4344,2127
2016-03-18,8397,4351,2129
2016-03-19,8401,4354,2131
