date,commits,pull requests,issues
2011-02-06,40,23,13
2011-02-07,40,23,14
2011-02-08,40,23,14
2011-02-09,40,23,14
2011-02-10,40,25,15
2011-02-11,41,25,16
2011-02-12,41,25,16
2011-02-13,41,25,16
2011-02-14,42,25,19
2011-02-15,42,25,19
2011-02-16,44,26,19
2011-02-17,45,26,19
2011-02-18,48,26,19
2011-02-19,48,26,19
2011-02-20,48,26,19
2011-02-21,48,26,19
2011-02-22,48,26,21
2011-02-23,53,27,23
2011-02-24,53,27,23
2011-02-25,58,29,23
2011-02-26,59,30,23
2011-02-27,59,30,23
2011-02-28,60,30,24
2011-03-01,61,31,26
2011-03-02,63,32,27
2011-03-03,64,37,29
2011-03-04,64,37,29
2011-03-05,67,39,31
2011-03-06,67,39,31
2011-03-07,67,39,31
2011-03-08,67,39,31
2011-03-09,69,41,31
2011-03-10,71,41,31
2011-03-11,71,41,31
2011-03-12,71,41,31
2011-03-13,79,42,31
2011-03-14,80,43,31
2011-03-15,80,43,31
2011-03-16,81,44,32
2011-03-17,82,47,32
2011-03-18,82,48,32
2011-03-19,82,48,32
2011-03-20,82,48,32
2011-03-21,82,48,33
2011-03-22,82,48,33
2011-03-23,82,50,33
2011-03-24,82,50,33
2011-03-25,82,51,33
2011-03-26,82,51,33
2011-03-27,82,51,33
2011-03-28,82,51,33
2011-03-29,82,51,33
2011-03-30,83,51,33
2011-03-31,83,51,33
2011-04-01,83,51,33
2011-04-02,83,51,33
2011-04-03,83,53,33
2011-04-04,83,53,33
2011-04-05,84,54,34
2011-04-06,86,54,34
2011-04-07,86,54,34
2011-04-08,86,54,34
2011-04-09,86,54,35
2011-04-10,86,54,35
2011-04-11,86,54,35
2011-04-12,93,55,36
2011-04-13,96,60,36
2011-04-14,97,61,37
2011-04-15,102,65,38
2011-04-16,103,68,38
2011-04-17,103,68,38
2011-04-18,105,68,39
2011-04-19,106,70,41
2011-04-20,111,72,43
2011-04-21,111,72,43
2011-04-22,113,74,43
2011-04-23,115,77,43
2011-04-24,115,77,43
2011-04-25,116,78,43
2011-04-26,116,78,43
2011-04-27,117,78,43
2011-04-28,119,78,45
2011-04-29,119,78,45
2011-04-30,119,78,45
2011-05-01,124,79,45
2011-05-02,124,79,45
2011-05-03,128,80,45
2011-05-04,128,80,45
2011-05-05,131,84,45
2011-05-06,133,87,45
2011-05-07,136,87,46
2011-05-08,138,91,46
2011-05-09,148,96,51
2011-05-10,152,96,53
2011-05-11,154,97,53
2011-05-12,162,98,54
2011-05-13,165,100,54
2011-05-14,174,100,54
2011-05-15,182,101,54
2011-05-16,189,102,56
2011-05-17,193,105,57
2011-05-18,194,106,64
2011-05-19,194,106,64
2011-05-20,194,106,64
2011-05-21,197,108,65
2011-05-22,202,111,66
2011-05-23,202,111,66
2011-05-24,203,113,66
2011-05-25,208,117,67
2011-05-26,216,122,70
2011-05-27,228,123,71
2011-05-28,233,126,71
2011-05-29,234,129,71
2011-05-30,235,130,72
2011-05-31,236,130,72
2011-06-01,246,132,72
2011-06-02,252,133,72
2011-06-03,257,136,72
2011-06-04,260,137,72
2011-06-05,272,139,74
2011-06-06,274,141,77
2011-06-07,276,141,79
2011-06-08,276,141,79
2011-06-09,277,142,79
2011-06-10,283,142,79
2011-06-11,291,143,80
2011-06-12,299,143,80
2011-06-13,305,143,80
2011-06-14,310,143,81
2011-06-15,315,143,81
2011-06-16,316,144,87
2011-06-17,321,145,87
2011-06-18,330,147,90
2011-06-19,332,149,91
2011-06-20,337,151,92
2011-06-21,344,151,94
2011-06-22,345,151,95
2011-06-23,346,151,96
2011-06-24,350,154,98
2011-06-25,356,154,99
2011-06-26,364,157,101
2011-06-27,368,163,102
2011-06-28,372,166,103
2011-06-29,376,168,104
2011-06-30,386,170,104
2011-07-01,396,174,105
2011-07-02,407,175,105
2011-07-03,413,176,106
2011-07-04,417,179,107
2011-07-05,424,182,108
2011-07-06,427,183,108
2011-07-07,442,184,111
2011-07-08,451,184,112
2011-07-09,460,186,113
2011-07-10,461,186,113
2011-07-11,466,187,113
2011-07-12,467,188,116
2011-07-13,491,194,118
2011-07-14,504,198,119
2011-07-15,513,198,119
2011-07-16,519,199,119
2011-07-17,528,201,119
2011-07-18,538,202,119
2011-07-19,538,202,119
2011-07-20,538,202,119
2011-07-21,539,204,119
2011-07-22,544,204,120
2011-07-23,544,204,120
2011-07-24,553,206,120
2011-07-25,557,207,121
2011-07-26,570,210,123
2011-07-27,575,210,123
2011-07-28,575,210,123
2011-07-29,579,210,123
2011-07-30,585,213,123
2011-07-31,590,216,125
2011-08-01,592,217,126
2011-08-02,595,217,126
2011-08-03,602,219,129
2011-08-04,606,220,129
2011-08-05,609,221,130
2011-08-06,611,221,130
2011-08-07,616,221,130
2011-08-08,627,222,131
2011-08-09,629,222,131
2011-08-10,629,222,131
2011-08-11,639,228,131
2011-08-12,640,230,132
2011-08-13,640,230,132
2011-08-14,640,230,132
2011-08-15,640,230,132
2011-08-16,645,231,134
2011-08-17,647,232,134
2011-08-18,647,232,134
2011-08-19,653,232,134
2011-08-20,653,232,134
2011-08-21,654,233,134
2011-08-22,655,233,134
2011-08-23,660,233,134
2011-08-24,661,234,135
2011-08-25,662,234,135
2011-08-26,663,234,135
2011-08-27,663,234,135
2011-08-28,664,234,136
2011-08-29,664,234,136
2011-08-30,664,234,136
2011-08-31,673,235,138
2011-09-01,681,235,138
2011-09-02,693,236,140
2011-09-03,698,237,141
2011-09-04,698,237,141
2011-09-05,699,239,143
2011-09-06,712,246,143
2011-09-07,718,247,143
2011-09-08,719,248,144
2011-09-09,723,251,144
2011-09-10,723,251,144
2011-09-11,730,253,144
2011-09-12,730,254,144
2011-09-13,731,254,144
2011-09-14,733,256,146
2011-09-15,733,256,146
2011-09-16,734,256,146
2011-09-17,735,258,146
2011-09-18,738,259,146
2011-09-19,740,261,146
2011-09-20,740,262,146
2011-09-21,744,262,146
2011-09-22,752,262,146
2011-09-23,755,262,146
2011-09-24,757,263,148
2011-09-25,757,263,148
2011-09-26,768,263,148
2011-09-27,781,266,148
2011-09-28,785,269,148
2011-09-29,790,271,149
2011-09-30,793,271,149
2011-10-01,798,273,150
2011-10-02,800,273,150
2011-10-03,804,274,152
2011-10-04,809,292,152
2011-10-05,820,294,153
2011-10-06,824,296,153
2011-10-07,826,297,153
2011-10-08,828,297,153
2011-10-09,841,299,153
2011-10-10,848,300,155
2011-10-11,849,301,155
2011-10-12,849,301,155
2011-10-13,849,301,155
2011-10-14,850,302,155
2011-10-15,851,303,155
2011-10-16,851,303,155
2011-10-17,851,305,155
2011-10-18,852,305,155
2011-10-19,852,305,155
2011-10-20,852,305,155
2011-10-21,852,305,155
2011-10-22,852,305,155
2011-10-23,855,306,155
2011-10-24,858,307,155
2011-10-25,875,307,155
2011-10-26,875,307,155
2011-10-27,875,307,155
2011-10-28,875,307,155
2011-10-29,876,308,158
2011-10-30,876,308,158
2011-10-31,876,308,158
2011-11-01,881,308,159
2011-11-02,883,309,159
2011-11-03,886,311,159
2011-11-04,890,313,160
2011-11-05,890,313,160
2011-11-06,892,315,161
2011-11-07,894,315,164
2011-11-08,901,318,172
2011-11-09,903,318,175
2011-11-10,910,320,176
2011-11-11,912,321,176
2011-11-12,913,324,176
2011-11-13,917,324,176
2011-11-14,920,324,176
2011-11-15,927,325,176
2011-11-16,927,325,176
2011-11-17,929,325,177
2011-11-18,929,325,177
2011-11-19,929,325,177
2011-11-20,933,325,179
2011-11-21,945,327,182
2011-11-22,945,327,182
2011-11-23,945,327,182
2011-11-24,947,328,183
2011-11-25,947,328,183
2011-11-26,950,330,185
2011-11-27,951,330,186
2011-11-28,951,330,186
2011-11-29,951,330,186
2011-11-30,951,330,186
2011-12-01,958,331,188
2011-12-02,961,332,190
2011-12-03,961,332,190
2011-12-04,963,333,190
2011-12-05,965,335,191
2011-12-06,965,335,191
2011-12-07,966,336,193
2011-12-08,966,336,193
2011-12-09,969,339,194
2011-12-10,970,340,194
2011-12-11,970,340,194
2011-12-12,973,340,194
2011-12-13,977,344,195
2011-12-14,979,344,196
2011-12-15,979,344,196
2011-12-16,988,348,198
2011-12-17,994,348,198
2011-12-18,994,348,198
2011-12-19,1013,350,199
2011-12-20,1026,352,200
2011-12-21,1027,353,200
2011-12-22,1029,353,201
2011-12-23,1042,355,203
2011-12-24,1042,355,203
2011-12-25,1046,355,203
2011-12-26,1046,355,203
2011-12-27,1049,356,204
2011-12-28,1050,357,204
2011-12-29,1050,357,204
2011-12-30,1050,357,204
2011-12-31,1050,357,204
2012-01-01,1050,357,204
2012-01-02,1050,359,207
2012-01-03,1061,362,209
2012-01-04,1061,362,209
2012-01-05,1065,362,210
2012-01-06,1067,363,211
2012-01-07,1069,365,212
2012-01-08,1069,365,212
2012-01-09,1075,365,213
2012-01-10,1078,365,214
2012-01-11,1078,365,214
2012-01-12,1080,365,214
2012-01-13,1091,366,215
2012-01-14,1093,368,215
2012-01-15,1096,369,216
2012-01-16,1097,369,217
2012-01-17,1102,370,218
2012-01-18,1103,372,219
2012-01-19,1108,375,219
2012-01-20,1109,376,220
2012-01-21,1111,378,220
2012-01-22,1111,378,220
2012-01-23,1121,379,222
2012-01-24,1121,379,222
2012-01-25,1124,380,224
2012-01-26,1126,381,225
2012-01-27,1127,382,225
2012-01-28,1128,382,225
2012-01-29,1128,382,225
2012-01-30,1128,382,225
2012-01-31,1131,383,226
2012-02-01,1134,384,227
2012-02-02,1134,384,227
2012-02-03,1134,384,227
2012-02-04,1134,384,227
2012-02-05,1136,388,227
2012-02-06,1144,390,228
2012-02-07,1154,393,228
2012-02-08,1154,393,228
2012-02-09,1155,394,231
2012-02-10,1161,397,232
2012-02-11,1170,401,236
2012-02-12,1173,402,236
2012-02-13,1173,402,236
2012-02-14,1173,402,236
2012-02-15,1182,406,238
2012-02-16,1189,409,243
2012-02-17,1203,415,246
2012-02-18,1211,418,247
2012-02-19,1219,421,247
2012-02-20,1228,422,250
2012-02-21,1229,422,253
2012-02-22,1240,427,253
2012-02-23,1244,429,255
2012-02-24,1245,431,255
2012-02-25,1251,438,255
2012-02-26,1257,441,257
2012-02-27,1263,444,258
2012-02-28,1267,444,259
2012-02-29,1270,445,260
2012-03-01,1271,445,260
2012-03-02,1271,445,260
2012-03-03,1273,447,260
2012-03-04,1273,447,260
2012-03-05,1275,449,262
2012-03-06,1275,449,262
2012-03-07,1275,449,262
2012-03-08,1275,449,262
2012-03-09,1275,449,262
2012-03-10,1276,450,266
2012-03-11,1277,453,266
2012-03-12,1281,453,268
2012-03-13,1282,454,268
2012-03-14,1283,454,269
2012-03-15,1284,456,271
2012-03-16,1289,457,271
2012-03-17,1289,457,274
2012-03-18,1290,461,274
2012-03-19,1293,465,276
2012-03-20,1298,471,280
2012-03-21,1310,476,280
2012-03-22,1321,480,282
2012-03-23,1322,482,282
2012-03-24,1322,482,282
2012-03-25,1326,485,283
2012-03-26,1343,492,284
2012-03-27,1343,494,285
2012-03-28,1343,494,285
2012-03-29,1352,499,287
2012-03-30,1352,500,288
2012-03-31,1353,502,290
2012-04-01,1353,505,290
2012-04-02,1361,507,291
2012-04-03,1365,509,294
2012-04-04,1382,515,294
2012-04-05,1396,522,297
2012-04-06,1402,524,300
2012-04-07,1402,524,300
2012-04-08,1405,525,305
2012-04-09,1407,527,308
2012-04-10,1412,528,310
2012-04-11,1420,532,314
2012-04-12,1426,533,315
2012-04-13,1430,541,316
2012-04-14,1436,543,318
2012-04-15,1447,551,320
2012-04-16,1449,552,322
2012-04-17,1464,557,324
2012-04-18,1468,559,325
2012-04-19,1469,560,326
2012-04-20,1473,561,327
2012-04-21,1483,563,328
2012-04-22,1486,570,331
2012-04-23,1486,570,331
2012-04-24,1486,571,334
2012-04-25,1489,572,334
2012-04-26,1498,574,337
2012-04-27,1502,574,340
2012-04-28,1502,574,340
2012-04-29,1505,576,342
2012-04-30,1506,577,345
2012-05-01,1509,582,345
2012-05-02,1510,582,351
2012-05-03,1512,584,354
2012-05-04,1521,586,355
2012-05-05,1539,597,355
2012-05-06,1546,601,357
2012-05-07,1550,604,359
2012-05-08,1558,607,364
2012-05-09,1580,618,372
2012-05-10,1582,621,374
2012-05-11,1608,630,375
2012-05-12,1629,637,379
2012-05-13,1650,646,381
2012-05-14,1662,660,384
2012-05-15,1666,665,388
2012-05-16,1672,669,389
2012-05-17,1686,690,390
2012-05-18,1697,698,391
2012-05-19,1702,701,392
2012-05-20,1712,703,392
2012-05-21,1718,708,393
2012-05-22,1728,716,394
2012-05-23,1732,717,394
2012-05-24,1736,720,396
2012-05-25,1749,721,398
2012-05-26,1751,721,398
2012-05-27,1752,721,398
2012-05-28,1755,723,398
2012-05-29,1756,725,399
2012-05-30,1757,727,399
2012-05-31,1762,731,403
2012-06-01,1762,732,403
2012-06-02,1766,734,404
2012-06-03,1767,736,405
2012-06-04,1775,739,405
2012-06-05,1778,742,408
2012-06-06,1778,742,408
2012-06-07,1780,742,409
2012-06-08,1783,742,410
2012-06-09,1784,744,411
2012-06-10,1784,744,411
2012-06-11,1785,746,411
2012-06-12,1792,749,412
2012-06-13,1799,753,416
2012-06-14,1811,759,422
2012-06-15,1815,761,423
2012-06-16,1815,761,423
2012-06-17,1821,763,424
2012-06-18,1830,767,425
2012-06-19,1833,769,425
2012-06-20,1837,773,427
2012-06-21,1840,778,427
2012-06-22,1849,781,430
2012-06-23,1849,782,433
2012-06-24,1855,789,434
2012-06-25,1860,791,434
2012-06-26,1860,791,436
2012-06-27,1867,794,437
2012-06-28,1873,795,439
2012-06-29,1874,799,441
2012-06-30,1877,803,442
2012-07-01,1879,804,443
2012-07-02,1883,807,444
2012-07-03,1884,810,445
2012-07-04,1887,813,446
2012-07-05,1894,815,449
2012-07-06,1896,817,449
2012-07-07,1904,819,449
2012-07-08,1905,820,451
2012-07-09,1906,822,452
2012-07-10,1907,825,453
2012-07-11,1916,830,455
2012-07-12,1920,833,456
2012-07-13,1925,839,456
2012-07-14,1928,839,456
2012-07-15,1928,839,456
2012-07-16,1934,839,460
2012-07-17,1942,841,461
2012-07-18,1949,845,461
2012-07-19,1950,847,461
2012-07-20,1950,848,462
2012-07-21,1950,851,463
2012-07-22,1952,853,463
2012-07-23,1955,855,466
2012-07-24,1956,855,467
2012-07-25,1958,855,467
2012-07-26,1968,860,467
2012-07-27,1970,862,467
2012-07-28,1971,862,467
2012-07-29,1971,862,467
2012-07-30,1971,862,467
2012-07-31,1971,863,467
2012-08-01,1976,867,468
2012-08-02,1978,870,468
2012-08-03,1980,870,468
2012-08-04,1980,870,468
2012-08-05,1980,870,468
2012-08-06,1981,871,472
2012-08-07,1988,872,473
2012-08-08,1988,872,475
2012-08-09,1990,872,478
2012-08-10,1990,872,478
2012-08-11,1990,872,478
2012-08-12,1991,872,479
2012-08-13,1993,875,480
2012-08-14,1995,877,481
2012-08-15,1995,877,481
2012-08-16,1995,878,482
2012-08-17,2000,881,483
2012-08-18,2001,882,483
2012-08-19,2001,882,483
2012-08-20,2011,885,484
2012-08-21,2017,891,486
2012-08-22,2025,894,487
2012-08-23,2041,901,491
2012-08-24,2048,906,496
2012-08-25,2053,907,496
2012-08-26,2054,908,497
2012-08-27,2064,911,498
2012-08-28,2070,921,502
2012-08-29,2082,925,504
2012-08-30,2084,929,505
2012-08-31,2086,932,509
2012-09-01,2091,935,510
2012-09-02,2094,935,512
2012-09-03,2097,941,512
2012-09-04,2097,943,513
2012-09-05,2102,947,514
2012-09-06,2109,948,514
2012-09-07,2114,950,515
2012-09-08,2119,952,516
2012-09-09,2126,958,518
2012-09-10,2129,962,519
2012-09-11,2131,962,520
2012-09-12,2135,964,521
2012-09-13,2135,964,521
2012-09-14,2135,964,521
2012-09-15,2137,965,521
2012-09-16,2137,965,521
2012-09-17,2138,966,521
2012-09-18,2144,968,523
2012-09-19,2144,968,523
2012-09-20,2147,968,526
2012-09-21,2153,971,530
2012-09-22,2159,977,531
2012-09-23,2161,978,532
2012-09-24,2161,983,532
2012-09-25,2166,985,534
2012-09-26,2167,987,534
2012-09-27,2169,991,537
2012-09-28,2172,996,539
2012-09-29,2177,999,540
2012-09-30,2179,1003,541
2012-10-01,2187,1004,541
2012-10-02,2187,1007,545
2012-10-03,2188,1008,546
2012-10-04,2196,1013,546
2012-10-05,2199,1015,546
2012-10-06,2199,1015,546
2012-10-07,2203,1018,546
2012-10-08,2208,1021,546
2012-10-09,2214,1021,546
2012-10-10,2214,1021,546
2012-10-11,2219,1021,547
2012-10-12,2222,1026,548
2012-10-13,2222,1027,551
2012-10-14,2224,1029,552
2012-10-15,2225,1030,552
2012-10-16,2225,1030,552
2012-10-17,2225,1030,552
2012-10-18,2225,1030,552
2012-10-19,2227,1031,552
2012-10-20,2256,1031,552
2012-10-21,2264,1036,552
2012-10-22,2269,1038,555
2012-10-23,2270,1039,557
2012-10-24,2274,1043,557
2012-10-25,2285,1045,560
2012-10-26,2285,1045,560
2012-10-27,2285,1045,560
2012-10-28,2287,1047,562
2012-10-29,2301,1047,562
2012-10-30,2302,1047,564
2012-10-31,2303,1047,564
2012-11-01,2307,1049,564
2012-11-02,2309,1050,564
2012-11-03,2311,1051,565
2012-11-04,2313,1056,565
2012-11-05,2316,1062,566
2012-11-06,2316,1062,566
2012-11-07,2316,1062,566
2012-11-08,2317,1064,566
2012-11-09,2325,1066,568
2012-11-10,2331,1067,570
2012-11-11,2338,1070,571
2012-11-12,2338,1070,571
2012-11-13,2344,1073,572
2012-11-14,2346,1076,572
2012-11-15,2350,1078,573
2012-11-16,2353,1081,575
2012-11-17,2355,1082,575
2012-11-18,2355,1084,577
2012-11-19,2355,1084,577
2012-11-20,2355,1084,577
2012-11-21,2357,1086,577
2012-11-22,2360,1087,577
2012-11-23,2360,1087,577
2012-11-24,2362,1088,577
2012-11-25,2363,1088,578
2012-11-26,2364,1090,584
2012-11-27,2366,1093,585
2012-11-28,2367,1095,586
2012-11-29,2369,1095,589
2012-11-30,2371,1097,590
2012-12-01,2374,1100,590
2012-12-02,2375,1103,590
2012-12-03,2380,1107,590
2012-12-04,2382,1113,592
2012-12-05,2386,1114,594
2012-12-06,2391,1115,595
2012-12-07,2393,1115,597
2012-12-08,2393,1115,597
2012-12-09,2393,1115,597
2012-12-10,2394,1117,598
2012-12-11,2394,1117,598
2012-12-12,2410,1123,598
2012-12-13,2414,1128,599
2012-12-14,2415,1128,600
2012-12-15,2415,1130,600
2012-12-16,2417,1130,601
2012-12-17,2418,1131,601
2012-12-18,2420,1132,601
2012-12-19,2423,1134,601
2012-12-20,2424,1136,603
2012-12-21,2425,1137,604
2012-12-22,2426,1138,604
2012-12-23,2426,1138,604
2012-12-24,2426,1138,604
2012-12-25,2426,1138,604
2012-12-26,2427,1142,604
2012-12-27,2427,1142,604
2012-12-28,2427,1143,606
2012-12-29,2427,1143,606
2012-12-30,2427,1143,606
2012-12-31,2428,1143,609
2013-01-01,2430,1145,609
2013-01-02,2430,1146,609
2013-01-03,2432,1149,611
2013-01-04,2435,1150,611
2013-01-05,2439,1151,611
2013-01-06,2443,1153,611
2013-01-07,2443,1153,611
2013-01-08,2448,1154,612
2013-01-09,2450,1159,612
2013-01-10,2451,1162,613
2013-01-11,2453,1166,614
2013-01-12,2453,1166,614
2013-01-13,2454,1167,614
2013-01-14,2463,1171,618
2013-01-15,2465,1171,618
2013-01-16,2483,1172,619
2013-01-17,2484,1172,619
2013-01-18,2493,1176,621
2013-01-19,2496,1177,622
2013-01-20,2497,1179,622
2013-01-21,2500,1179,622
2013-01-22,2501,1182,628
2013-01-23,2515,1187,631
2013-01-24,2517,1188,632
2013-01-25,2519,1189,634
2013-01-26,2525,1194,636
2013-01-27,2530,1197,639
2013-01-28,2534,1198,640
2013-01-29,2535,1199,642
2013-01-30,2557,1209,645
2013-01-31,2559,1213,646
2013-02-01,2564,1218,649
2013-02-02,2565,1219,650
2013-02-03,2565,1219,650
2013-02-04,2566,1221,654
2013-02-05,2571,1223,655
2013-02-06,2576,1226,657
2013-02-07,2577,1227,659
2013-02-08,2577,1227,659
2013-02-09,2578,1229,662
2013-02-10,2581,1231,664
2013-02-11,2581,1231,665
2013-02-12,2583,1232,668
2013-02-13,2583,1232,668
2013-02-14,2584,1235,669
2013-02-15,2584,1235,669
2013-02-16,2592,1237,670
2013-02-17,2594,1237,671
2013-02-18,2598,1237,671
2013-02-19,2600,1237,673
2013-02-20,2602,1237,679
2013-02-21,2602,1237,679
2013-02-22,2611,1237,680
2013-02-23,2611,1237,680
2013-02-24,2615,1239,681
2013-02-25,2616,1240,681
2013-02-26,2617,1240,681
2013-02-27,2617,1240,681
2013-02-28,2618,1240,681
2013-03-01,2621,1241,681
2013-03-02,2621,1241,681
2013-03-03,2621,1241,681
2013-03-04,2621,1241,681
2013-03-05,2621,1241,681
2013-03-06,2621,1241,681
2013-03-07,2623,1242,681
2013-03-08,2623,1242,681
2013-03-09,2624,1243,681
2013-03-10,2624,1243,681
2013-03-11,2627,1244,683
2013-03-12,2627,1244,683
2013-03-13,2627,1246,685
2013-03-14,2627,1246,685
2013-03-15,2627,1246,685
2013-03-16,2627,1246,685
2013-03-17,2627,1247,687
2013-03-18,2632,1250,690
2013-03-19,2641,1254,690
2013-03-20,2641,1254,690
2013-03-21,2643,1254,694
2013-03-22,2646,1255,696
2013-03-23,2650,1257,698
2013-03-24,2652,1261,699
2013-03-25,2654,1261,699
2013-03-26,2654,1261,699
2013-03-27,2654,1261,699
2013-03-28,2655,1263,701
2013-03-29,2665,1269,704
2013-03-30,2666,1269,705
2013-03-31,2672,1273,705
2013-04-01,2678,1275,710
2013-04-02,2688,1280,712
2013-04-03,2698,1283,713
2013-04-04,2707,1290,714
2013-04-05,2714,1292,718
2013-04-06,2719,1296,724
2013-04-07,2725,1301,727
2013-04-08,2732,1302,729
2013-04-09,2741,1309,732
2013-04-10,2743,1312,733
2013-04-11,2748,1313,739
2013-04-12,2753,1315,739
2013-04-13,2756,1316,743
2013-04-14,2759,1321,746
2013-04-15,2762,1322,748
2013-04-16,2762,1322,748
2013-04-17,2766,1324,748
2013-04-18,2770,1326,748
2013-04-19,2771,1327,748
2013-04-20,2771,1327,748
2013-04-21,2771,1327,748
2013-04-22,2773,1328,753
2013-04-23,2781,1332,755
2013-04-24,2785,1333,758
2013-04-25,2788,1338,760
2013-04-26,2792,1344,764
2013-04-27,2801,1348,766
2013-04-28,2805,1351,767
2013-04-29,2811,1353,768
2013-04-30,2813,1356,771
2013-05-01,2816,1361,771
2013-05-02,2820,1365,772
2013-05-03,2835,1369,773
2013-05-04,2841,1371,773
2013-05-05,2841,1374,774
2013-05-06,2842,1375,774
2013-05-07,2846,1378,777
2013-05-08,2848,1381,778
2013-05-09,2849,1383,779
2013-05-10,2853,1385,780
2013-05-11,2853,1385,780
2013-05-12,2855,1389,783
2013-05-13,2857,1394,784
2013-05-14,2857,1394,784
2013-05-15,2857,1394,784
2013-05-16,2858,1395,785
2013-05-17,2858,1395,785
2013-05-18,2858,1395,785
2013-05-19,2861,1398,786
2013-05-20,2863,1398,789
2013-05-21,2865,1401,789
2013-05-22,2876,1404,789
2013-05-23,2877,1406,794
2013-05-24,2885,1407,797
2013-05-25,2886,1410,798
2013-05-26,2886,1410,798
2013-05-27,2886,1410,798
2013-05-28,2886,1410,798
2013-05-29,2887,1412,805
2013-05-30,2899,1414,809
2013-05-31,2901,1416,811
2013-06-01,2902,1416,814
2013-06-02,2907,1417,815
2013-06-03,2912,1419,817
2013-06-04,2912,1421,820
2013-06-05,2914,1423,823
2013-06-06,2926,1424,824
2013-06-07,2929,1428,827
2013-06-08,2930,1429,828
2013-06-09,2932,1429,828
2013-06-10,2933,1429,829
2013-06-11,2935,1433,831
2013-06-12,2936,1434,832
2013-06-13,2937,1434,832
2013-06-14,2939,1438,832
2013-06-15,2942,1439,834
2013-06-16,2944,1439,834
2013-06-17,2945,1439,836
2013-06-18,2945,1441,836
2013-06-19,2946,1443,839
2013-06-20,2946,1443,839
2013-06-21,2946,1443,839
2013-06-22,2955,1445,839
2013-06-23,2959,1448,840
2013-06-24,2972,1449,841
2013-06-25,2978,1455,841
2013-06-26,2980,1457,841
2013-06-27,2982,1459,842
2013-06-28,2982,1459,842
2013-06-29,2984,1461,842
2013-06-30,2984,1461,842
2013-07-01,2986,1464,843
2013-07-02,2987,1464,844
2013-07-03,2987,1465,846
2013-07-04,2987,1466,846
2013-07-05,2987,1466,846
2013-07-06,2987,1466,846
2013-07-07,2991,1469,846
2013-07-08,2992,1469,846
2013-07-09,2993,1469,847
2013-07-10,2996,1470,848
2013-07-11,2996,1470,848
2013-07-12,2996,1470,848
2013-07-13,2997,1474,848
2013-07-14,3000,1475,848
2013-07-15,3001,1476,849
2013-07-16,3001,1476,849
2013-07-17,3009,1477,849
2013-07-18,3009,1477,849
2013-07-19,3010,1479,849
2013-07-20,3010,1479,849
2013-07-21,3011,1480,849
2013-07-22,3014,1481,850
2013-07-23,3019,1486,851
2013-07-24,3020,1489,854
2013-07-25,3021,1490,856
2013-07-26,3023,1490,856
2013-07-27,3025,1490,857
2013-07-28,3026,1490,857
2013-07-29,3028,1492,857
2013-07-30,3028,1492,857
2013-07-31,3029,1495,858
2013-08-01,3030,1495,859
2013-08-02,3032,1498,859
2013-08-03,3032,1498,859
2013-08-04,3032,1498,859
2013-08-05,3040,1499,860
2013-08-06,3044,1501,860
2013-08-07,3047,1502,860
2013-08-08,3049,1504,861
2013-08-09,3050,1505,862
2013-08-10,3051,1506,862
2013-08-11,3051,1506,862
2013-08-12,3055,1507,862
2013-08-13,3056,1507,863
2013-08-14,3056,1507,863
2013-08-15,3065,1513,863
2013-08-16,3071,1515,863
2013-08-17,3073,1517,863
2013-08-18,3074,1518,863
2013-08-19,3074,1520,865
2013-08-20,3082,1525,865
2013-08-21,3085,1529,865
2013-08-22,3094,1531,865
2013-08-23,3097,1531,867
2013-08-24,3101,1536,868
2013-08-25,3103,1540,870
2013-08-26,3104,1540,871
2013-08-27,3104,1540,871
2013-08-28,3109,1546,871
2013-08-29,3114,1549,872
2013-08-30,3121,1553,875
2013-08-31,3122,1555,875
2013-09-01,3122,1555,875
2013-09-02,3126,1555,875
2013-09-03,3127,1555,875
2013-09-04,3129,1560,878
2013-09-05,3131,1562,878
2013-09-06,3136,1562,878
2013-09-07,3136,1562,878
2013-09-08,3138,1564,878
2013-09-09,3142,1565,879
2013-09-10,3148,1566,880
2013-09-11,3149,1569,880
2013-09-12,3149,1569,880
2013-09-13,3153,1570,883
2013-09-14,3159,1573,883
2013-09-15,3159,1573,883
2013-09-16,3164,1575,886
2013-09-17,3167,1576,888
2013-09-18,3180,1583,890
2013-09-19,3185,1585,892
2013-09-20,3189,1585,892
2013-09-21,3191,1585,892
2013-09-22,3193,1586,892
2013-09-23,3196,1588,892
2013-09-24,3198,1591,892
2013-09-25,3199,1593,893
2013-09-26,3203,1596,895
2013-09-27,3204,1596,896
2013-09-28,3209,1598,896
2013-09-29,3212,1600,896
2013-09-30,3212,1600,896
2013-10-01,3218,1605,897
2013-10-02,3218,1605,898
2013-10-03,3221,1606,898
2013-10-04,3232,1608,899
2013-10-05,3232,1610,900
2013-10-06,3234,1611,900
2013-10-07,3236,1615,902
2013-10-08,3240,1617,902
2013-10-09,3241,1620,903
2013-10-10,3243,1623,904
2013-10-11,3249,1627,905
2013-10-12,3251,1629,905
2013-10-13,3252,1631,905
2013-10-14,3254,1632,905
2013-10-15,3272,1634,908
2013-10-16,3279,1640,909
2013-10-17,3284,1641,910
2013-10-18,3286,1643,912
2013-10-19,3288,1645,915
2013-10-20,3300,1647,917
2013-10-21,3306,1648,919
2013-10-22,3314,1653,922
2013-10-23,3325,1657,923
2013-10-24,3331,1662,926
2013-10-25,3338,1667,926
